,home_team,away_team,ht_vegas_line,model_pred,ht_pts_diff
0,was,chi,-6,17.57332748,-20
1,buf,jax,-6,22.66964078,-5
2,det,car,-10,7.125347552,18
3,atl,htx,-2,7.448592483,-34
4,nwe,nor,-1,7.97342972,7
5,mia,nyg,-11,19.1633066,2
6,clt,oti,3,-0.530372419,7
7,pit,rav,4,5.781354407,15
8,crd,cin,3,16.88256212,-14
9,ram,phi,4,8.560142355,-9
10,min,kan,4,5.051903904,-7
11,den,nyj,-1,5.634647846,-10
12,sfo,dal,-4,10.38642269,32
13,rai,gnb,1,-0.502624401,4
