,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
139,crd,sea,18,36,54,-18,-4.0
140,nyg,dal,20,33,53,-13,-12.5
141,sfo,ram,23,20,43,3,-4.5
142,pit,nwe,26,39,65,-13,-4.5
143,was,phi,28,59,87,-31,3.5
144,mia,chi,0,16,16,-16,-2.0
145,cin,buf,31,49,80,-18,-4.0
146,dal,det,35,19,54,16,-7.0
147,pit,rai,35,3,38,32,-7.0
148,jax,cle,24,20,44,4,-2.5
149,kan,crd,31,13,44,18,-7.0
150,nyj,htx,30,27,57,3,-6.5
151,oti,was,16,19,35,-3,-7.0
152,car,rav,13,37,50,-24,13.5
153,min,gnb,3,31,34,-28,3.0
154,ram,atl,17,34,51,-17,3.5
155,nor,sea,34,19,53,15,-11.0
156,sfo,tam,0,21,21,-21,-3.5
157,nwe,clt,31,28,59,3,-4.5
158,phi,nyg,27,17,44,10,-3.5
159,sdg,den,35,14,49,21,-9.0
160,det,nwe,24,45,69,-21,7.5
161,dal,nor,27,30,57,-3,4.5
162,nyj,cin,26,10,36,16,-9.5
163,atl,gnb,20,17,37,3,-2.0
164,buf,pit,16,19,35,-3,7.0
165,htx,oti,20,0,20,20,-5.0
166,nyg,jax,24,20,44,4,-7.5
167,was,min,13,17,30,-4,2.5
168,cle,car,24,23,47,1,-7.5
169,rai,mia,17,33,50,-16,-3.0
170,sea,kan,24,42,66,-18,2.0
171,chi,phi,31,26,57,5,3.5
172,rav,tam,17,10,27,7,-7.5
173,den,ram,33,36,69,-3,-3.0
174,clt,sdg,14,36,50,-22,-2.0
175,crd,sfo,6,27,33,-21,2.0
176,phi,htx,34,24,58,10,-8.0
177,mia,cle,10,13,23,-3,-6.0
178,gnb,sfo,34,16,50,18,-9.0
179,nyg,was,31,7,38,24,-7.5
180,det,chi,20,24,44,-4,5.5
181,cin,nor,30,34,64,-4,7.0
182,kan,den,10,6,16,4,-8.0
183,oti,jax,6,17,23,-11,-3.0
184,min,buf,38,14,52,24,-5.0
185,sdg,rai,13,28,41,-15,-13.0
186,clt,dal,35,38,73,-3,-5.5
187,crd,ram,6,19,25,-13,3.5
188,tam,atl,24,28,52,-4,3.0
189,sea,car,31,14,45,17,-5.0
190,rav,pit,10,13,23,-3,-3.0
191,nwe,nyj,45,3,48,42,-4.0
192,oti,clt,28,30,58,-2,4.0
193,buf,cle,13,6,19,7,0.0
194,pit,cin,23,7,30,16,-8.0
195,jax,rai,38,31,69,7,-3.5
196,car,atl,10,31,41,-21,7.5
197,det,gnb,7,3,10,4,7.0
198,was,tam,16,17,33,-1,1.5
199,nor,ram,31,13,44,18,-9.0
200,sfo,sea,40,21,61,19,-5.0
201,crd,den,43,13,56,30,4.0
202,sdg,kan,31,0,31,31,-10.0
203,nyj,mia,6,10,16,-4,-5.5
204,chi,nwe,7,36,43,-29,3.0
205,dal,phi,27,30,57,-3,4.0
206,min,nyg,3,21,24,-18,5.5
207,htx,rav,28,34,62,-6,3.0
208,sdg,sfo,34,7,41,27,-10.5
209,ram,kan,13,27,40,-14,-3.0
210,mia,buf,14,17,31,-3,-5.5
211,cin,cle,19,17,36,2,0.0
212,clt,jax,34,24,58,10,-4.5
213,oti,htx,31,17,48,14,-1.0
214,dal,was,33,30,63,3,-9.5
215,tam,det,20,23,43,-3,-4.0
216,rav,nor,30,24,54,6,-2.5
217,nyg,phi,31,38,69,-7,-3.0
218,car,crd,19,12,31,7,-2.5
219,sea,atl,18,34,52,-16,6.0
220,rai,den,39,23,62,16,-8.0
221,pit,nyj,17,22,39,-5,-4.0
222,nwe,gnb,31,27,58,4,-14.5
223,min,chi,14,40,54,-26,7.0
224,pit,car,27,3,30,24,-14.5
225,crd,dal,27,26,53,1,7.5
226,ram,sfo,25,17,42,8,-2.5
227,buf,nwe,3,34,37,-31,9.0
228,chi,nyj,38,34,72,4,-3.0
229,cle,rav,10,20,30,-10,4.0
230,mia,det,27,34,61,-7,-3.5
231,jax,was,17,20,37,-3,-6.5
232,kan,oti,34,14,48,20,-4.0
233,cin,sdg,34,20,54,14,8.0
234,rai,clt,26,31,57,-5,2.5
235,den,htx,24,23,47,1,2.5
236,gnb,nyg,45,17,62,28,-3.0
237,tam,sea,38,15,53,23,-6.0
238,atl,nor,14,17,31,-3,-2.5
239,phi,min,14,24,38,-10,-14.5
240,nor,tam,13,23,36,-10,-7.0
241,rav,cin,13,7,20,6,-9.5
242,cle,pit,9,41,50,-32,6.5
243,kan,rai,10,31,41,-21,-4.5
244,nwe,mia,38,7,45,31,-6.0
245,atl,car,31,10,41,21,-14.5
246,nyj,buf,38,7,45,31,-1.5
247,det,min,20,13,33,7,-3.5
248,gnb,chi,10,3,13,7,-10.5
249,sfo,crd,38,7,45,31,-6.0
250,phi,dal,13,14,27,-1,0.0
251,den,sdg,28,33,61,-5,3.5
252,htx,jax,34,17,51,17,-4.0
253,clt,oti,23,20,43,3,-9.5
254,was,nyg,14,17,31,-3,4.0
255,sea,ram,16,6,22,10,3.0
