,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
120,sea,nyg,27,13,40,14,-3.0
121,buf,gnb,27,17,44,10,-10.5
122,cle,cin,32,13,45,19,3.0
123,htx,phi,17,29,46,-12,13.5
124,nyj,buf,20,17,37,3,11.0
125,det,gnb,15,9,24,6,3.5
126,was,min,17,20,37,-3,3.0
127,atl,sdg,17,20,37,-3,3.0
128,cin,car,42,21,63,21,-7.0
129,chi,mia,32,35,67,-3,4.0
130,nwe,clt,26,3,29,23,-5.0
131,jax,rai,27,20,47,7,2.5
132,crd,sea,21,31,52,-10,-2.0
133,tam,ram,16,13,29,3,-3.0
134,kan,oti,20,17,37,3,-12.5
135,nor,rav,13,27,40,-14,1.5
136,car,atl,25,15,40,10,2.5
137,tam,sea,21,16,37,5,-2.5
138,buf,min,30,33,63,-3,-6.5
139,mia,cle,39,17,56,22,-3.5
140,oti,den,17,10,27,7,-2.5
141,nyg,htx,24,16,40,8,-4.5
142,chi,det,30,31,61,-1,-2.5
143,kan,jax,27,17,44,10,-9.0
144,pit,nor,20,10,30,10,1.0
145,rai,clt,20,25,45,-5,-4.0
146,gnb,dal,31,28,59,3,4.0
147,ram,crd,17,27,44,-10,-2.5
148,sfo,sdg,22,16,38,6,-7.5
149,phi,was,21,32,53,-11,-10.5
150,gnb,oti,17,27,44,-10,-3.0
151,buf,cle,31,23,54,8,-7.5
152,nyg,det,18,31,49,-13,-3.0
153,htx,was,10,23,33,-13,3.0
154,nwe,nyj,10,3,13,7,-3.5
155,atl,chi,27,24,51,3,-2.5
156,rav,car,13,3,16,10,-13.0
157,clt,phi,16,17,33,-1,6.5
158,nor,ram,27,20,47,7,-2.5
159,den,rai,16,22,38,-6,-2.5
160,pit,cin,30,37,67,-7,3.5
161,min,dal,3,40,43,-37,1.5
162,sdg,kan,27,30,57,-3,5.0
163,crd,sfo,10,38,48,-28,8.0
164,det,buf,25,28,53,-3,9.5
165,dal,nyg,28,20,48,8,-10.0
166,min,nwe,33,26,59,7,-2.5
167,oti,cin,16,20,36,-4,1.5
168,cle,tam,23,17,40,6,3.0
169,mia,htx,30,15,45,15,-14.0
170,jax,rav,28,27,55,1,3.5
171,was,atl,19,13,32,6,-4.0
172,car,den,23,10,33,13,1.0
173,nyj,chi,31,10,41,21,-7.0
174,sea,rai,34,40,74,-6,-4.0
175,crd,sdg,24,25,49,-1,2.5
176,kan,ram,26,10,36,16,-15.5
177,sfo,nor,13,0,13,13,-9.0
178,phi,gnb,40,33,73,7,-6.5
179,clt,pit,17,24,41,-7,-2.5
180,nwe,buf,10,24,34,-14,3.5
181,htx,cle,14,27,41,-13,8.0
182,rav,den,10,9,19,1,-9.5
183,det,jax,40,14,54,26,-1.0
184,min,nyj,27,22,49,5,-3.0
185,nyg,was,20,20,40,0,2.0
186,phi,oti,35,10,45,25,-4.0
187,atl,pit,16,19,35,-3,-1.0
188,chi,gnb,19,28,47,-9,4.5
189,sfo,mia,33,17,50,16,-4.5
190,ram,sea,23,27,50,-4,7.0
191,cin,kan,27,24,51,3,2.5
192,rai,sdg,27,20,47,7,-2.5
193,dal,clt,54,19,73,35,-10.5
194,tam,nor,17,16,33,1,-3.0
195,ram,rai,17,16,33,1,6.0
196,buf,nyj,20,12,32,8,-10.0
197,cin,cle,23,10,33,13,-5.5
198,dal,htx,27,23,50,4,-17.0
199,det,min,34,23,57,11,-2.0
200,oti,jax,22,36,58,-14,-3.5
201,nyg,phi,22,48,70,-26,7.0
202,pit,rav,14,16,30,-2,-1.5
203,den,kan,28,34,62,-6,8.5
204,sea,car,24,30,54,-6,-4.0
205,sfo,tam,35,7,42,28,-3.5
206,sdg,mia,23,17,40,6,3.0
207,crd,nwe,13,27,40,-14,1.5
208,sea,sfo,13,21,34,-8,3.0
209,min,clt,39,36,75,3,-3.5
210,cle,rav,13,3,16,10,-3.0
211,buf,mia,32,29,61,3,-7.0
212,nor,atl,21,18,39,3,-4.0
213,car,pit,16,24,40,-8,-2.5
214,chi,phi,20,25,45,-5,8.5
215,jax,dal,40,34,74,6,4.0
216,nyj,det,17,20,37,-3,-1.0
217,htx,kan,24,30,54,-6,14.5
218,den,crd,24,15,39,9,-1.5
219,tam,cin,23,34,57,-11,3.5
220,sdg,oti,17,14,31,3,-3.0
221,was,nyg,12,20,32,-8,-4.5
222,rai,nwe,30,24,54,6,-1.5
223,gnb,ram,24,12,36,12,-7.0
224,nyj,jax,3,19,22,-16,-2.0
225,rav,atl,17,9,26,8,-6.5
226,chi,buf,13,35,48,-22,8.0
227,car,det,37,23,60,14,2.5
228,nwe,cin,18,22,40,-4,3.0
229,cle,nor,10,17,27,-7,-3.0
230,oti,htx,14,19,33,-5,-3.0
231,kan,sea,24,10,34,14,-10.0
232,min,nyg,27,24,51,3,-4.0
233,sfo,was,37,20,57,17,-6.5
234,dal,phi,40,34,74,6,-4.5
235,pit,rai,13,10,23,3,-2.0
236,mia,gnb,20,26,46,-6,-3.5
237,ram,den,51,14,65,37,3.0
238,crd,tam,16,19,35,-3,7.5
239,clt,sdg,3,20,23,-17,4.0
240,oti,dal,13,27,40,-14,12.5
241,atl,crd,20,19,39,1,-6.0
242,tam,car,30,24,54,6,-3.5
243,det,chi,41,10,51,31,-6.0
244,was,cle,10,24,34,-14,-2.0
245,nyg,clt,38,10,48,28,-5.5
246,kan,den,27,24,51,3,-12.5
247,htx,jax,3,31,34,-28,3.0
248,nwe,mia,23,21,44,2,-2.5
249,phi,nor,10,20,30,-10,-5.5
250,rav,pit,13,16,29,-3,-2.5
251,sea,nyj,23,6,29,17,1.5
252,rai,sfo,34,37,71,-3,9.5
253,gnb,min,41,17,58,24,-3.0
254,sdg,ram,31,10,41,21,-6.5
255,rai,kan,13,31,44,-18,9.0
256,jax,oti,20,16,36,4,-6.5
257,buf,nwe,35,23,58,12,-7.5
258,cin,rav,27,16,43,11,-9.0
259,atl,tam,30,17,47,13,-4.0
260,nor,car,7,10,17,-3,-3.5
261,chi,min,13,29,42,-16,7.0
262,pit,cle,28,14,42,14,-2.5
263,clt,htx,31,32,63,-1,-2.5
264,mia,nyj,11,6,17,5,-3.5
265,sfo,crd,38,13,51,25,-14.0
266,was,dal,26,6,32,20,7.0
267,den,sdg,31,28,59,3,-3.0
268,phi,nyg,22,16,38,6,-16.0
269,sea,ram,19,16,35,3,-6.0
270,gnb,det,16,20,36,-4,-5.0
