,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
0,crd,489.0,6533.0,1041.0,6.3,24.0,11.0,373.0,353.0,562.0,4616.0,35.0,13.0,7.8,237.0,452.0,1917.0,16.0,4.2,92.0,94.0,758.0,44.0,186.0,42.5,11.8,313.0,5147.0,982.0,5.2,33.0,14.0,284.0,343.0,573.0,3687.0,24.0,19.0,6.1,177.0,373.0,1460.0,9.0,3.9,79.0,130.0,1202.0,28.0,186.0,31.7,16.7,198.0,93.0,47.0,9.0,4.0,44.4,63.0,38.0,60.3,210.0,75.0,35.7,17.0,8.0,47.1,47.0,26.0,55.3
1,atl,339.0,5985.0,1073.0,5.6,30.0,13.0,359.0,410.0,621.0,4379.0,21.0,17.0,6.7,230.0,420.0,1606.0,13.0,3.8,95.0,100.0,969.0,34.0,174.0,34.5,17.2,345.0,5562.0,996.0,5.6,23.0,8.0,335.0,370.0,561.0,3882.0,19.0,15.0,6.7,197.0,416.0,1680.0,20.0,4.0,107.0,95.0,728.0,31.0,172.0,34.3,13.4,227.0,107.0,47.1,19.0,10.0,52.6,53.0,29.0,54.7,191.0,82.0,42.9,15.0,5.0,33.3,53.0,33.0,62.3
2,rav,328.0,5749.0,1083.0,5.3,28.0,7.0,323.0,426.0,676.0,4271.0,21.0,21.0,6.1,211.0,383.0,1478.0,8.0,3.9,89.0,122.0,1153.0,23.0,186.0,33.3,14.0,401.0,5398.0,1000.0,5.4,14.0,8.0,311.0,350.0,545.0,3737.0,30.0,6.0,6.4,189.0,418.0,1661.0,10.0,4.0,80.0,103.0,748.0,42.0,187.0,37.4,7.0,226.0,85.0,37.6,24.0,12.0,50.0,47.0,23.0,48.9,216.0,86.0,39.8,9.0,4.0,44.4,47.0,25.0,53.2
3,buf,379.0,5775.0,1016.0,5.7,19.0,10.0,297.0,295.0,465.0,3343.0,23.0,9.0,6.6,155.0,509.0,2432.0,19.0,4.8,122.0,143.0,1249.0,20.0,186.0,34.9,8.6,359.0,5702.0,1017.0,5.6,25.0,8.0,322.0,347.0,602.0,3972.0,30.0,17.0,6.4,198.0,394.0,1730.0,10.0,4.4,87.0,113.0,906.0,37.0,191.0,32.5,11.0,227.0,86.0,37.9,16.0,7.0,43.8,38.0,19.0,50.0,210.0,85.0,40.5,13.0,3.0,23.1,45.0,27.0,60.0
4,car,500.0,5871.0,1060.0,5.5,19.0,9.0,357.0,300.0,501.0,3589.0,35.0,10.0,6.7,197.0,526.0,2282.0,19.0,4.3,136.0,103.0,887.0,24.0,198.0,42.9,9.6,308.0,5167.0,1058.0,4.9,39.0,15.0,298.0,390.0,650.0,3752.0,21.0,24.0,5.4,198.0,364.0,1415.0,11.0,3.9,74.0,99.0,822.0,26.0,196.0,26.5,19.4,203.0,86.0,42.4,10.0,6.0,60.0,63.0,43.0,68.3,227.0,86.0,37.9,26.0,15.0,57.7,40.0,21.0,52.5
5,chi,335.0,5514.0,1025.0,5.4,21.0,9.0,312.0,334.0,523.0,3660.0,21.0,12.0,6.6,177.0,468.0,1854.0,13.0,4.0,108.0,99.0,909.0,27.0,179.0,37.4,11.2,397.0,5527.0,981.0,5.6,17.0,9.0,307.0,322.0,513.0,3593.0,31.0,8.0,6.6,182.0,433.0,1934.0,9.0,4.5,103.0,98.0,895.0,22.0,175.0,36.6,8.0,219.0,93.0,42.5,10.0,6.0,60.0,50.0,24.0,48.0,201.0,89.0,44.3,12.0,5.0,41.7,45.0,27.0,60.0
6,cin,419.0,5728.0,1004.0,5.7,17.0,8.0,324.0,334.0,505.0,3923.0,31.0,9.0,7.3,191.0,467.0,1805.0,18.0,3.9,99.0,111.0,917.0,34.0,182.0,39.6,9.3,279.0,5453.0,1032.0,5.3,28.0,7.0,307.0,415.0,646.0,3976.0,18.0,21.0,5.8,202.0,344.0,1477.0,8.0,4.3,74.0,116.0,1063.0,31.0,180.0,28.9,15.0,201.0,81.0,40.3,12.0,7.0,58.3,58.0,38.0,65.5,218.0,86.0,39.4,20.0,9.0,45.0,38.0,18.0,47.4
7,cle,278.0,5311.0,1042.0,5.1,30.0,18.0,307.0,371.0,609.0,3782.0,20.0,12.0,5.7,192.0,380.0,1529.0,5.0,4.0,81.0,120.0,1083.0,34.0,178.0,29.8,15.2,432.0,6067.0,998.0,6.1,21.0,10.0,321.0,322.0,511.0,4012.0,34.0,11.0,7.4,186.0,458.0,2055.0,11.0,4.5,104.0,108.0,833.0,31.0,179.0,41.9,11.7,227.0,95.0,41.9,24.0,10.0,41.7,47.0,18.0,38.3,203.0,81.0,39.9,15.0,10.0,66.7,62.0,36.0,58.1
8,dal,275.0,5361.0,969.0,5.5,33.0,11.0,307.0,334.0,528.0,3471.0,16.0,22.0,6.2,175.0,408.0,1890.0,8.0,4.6,94.0,112.0,882.0,38.0,172.0,31.4,18.0,374.0,5567.0,997.0,5.6,11.0,3.0,317.0,330.0,506.0,3636.0,19.0,8.0,6.8,172.0,460.0,1931.0,16.0,4.2,113.0,113.0,900.0,32.0,177.0,36.7,5.6,191.0,66.0,34.6,16.0,8.0,50.0,45.0,20.0,44.4,208.0,81.0,38.9,10.0,5.0,50.0,49.0,25.0,51.0
9,den,355.0,5688.0,1056.0,5.4,31.0,8.0,314.0,368.0,606.0,3970.0,19.0,23.0,6.2,201.0,411.0,1718.0,13.0,4.2,85.0,115.0,1063.0,28.0,199.0,31.2,15.1,296.0,4530.0,1033.0,4.4,27.0,13.0,289.0,344.0,573.0,3193.0,19.0,14.0,5.1,162.0,408.0,1337.0,10.0,3.3,81.0,104.0,773.0,46.0,201.0,26.9,11.9,224.0,79.0,35.3,14.0,7.0,50.0,44.0,21.0,47.7,227.0,80.0,35.2,14.0,5.0,35.7,37.0,22.0,59.5
