,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,358.0,5547.0,1030.0,5.4,24.0,10.0,337.0,420.0,632.0,4212.0,33.0,14.0,6.2,236.0,354.0,1335.0,7.0,3.8,71.0,104.0,930.0,30.0,179.0,34.6,12.3,400.0,5597.0,999.0,5.6,19.0,10.0,319.0,360.0,528.0,3789.0,27.0,9.0,6.6,191.0,428.0,1808.0,18.0,4.2,96.0,96.0,785.0,32.0,186.0,38.2,9.1,203.0,75.0,36.9,14.0,7.0,50.0,49.0,34.0,69.4,200.0,82.0,41.0,8.0,5.0,62.5,59.0,37.0,62.7
11,gnb,368.0,5353.0,1056.0,5.1,17.0,9.0,317.0,348.0,573.0,3503.0,31.0,8.0,5.7,173.0,436.0,1850.0,8.0,4.2,100.0,105.0,906.0,44.0,192.0,33.3,8.9,323.0,5547.0,1014.0,5.5,22.0,6.0,300.0,321.0,551.0,3642.0,20.0,16.0,6.1,183.0,420.0,1905.0,13.0,4.5,96.0,120.0,1107.0,21.0,182.0,31.3,11.5,208.0,70.0,33.7,21.0,11.0,52.4,52.0,28.0,53.8,220.0,79.0,35.9,21.0,10.0,47.6,49.0,28.0,57.1
12,htx,339.0,5564.0,1127.0,4.9,20.0,8.0,335.0,358.0,619.0,3833.0,29.0,12.0,5.9,210.0,472.0,1731.0,7.0,3.7,90.0,107.0,910.0,35.0,204.0,28.9,9.8,313.0,4963.0,986.0,5.0,25.0,11.0,281.0,326.0,553.0,3366.0,24.0,14.0,5.6,173.0,388.0,1597.0,10.0,4.1,79.0,116.0,991.0,29.0,198.0,27.3,11.1,249.0,96.0,38.6,19.0,6.0,31.6,45.0,26.0,57.8,214.0,61.0,28.5,12.0,7.0,58.3,39.0,22.0,56.4
13,clt,333.0,5142.0,1052.0,4.9,30.0,11.0,311.0,355.0,619.0,3704.0,26.0,19.0,5.6,195.0,396.0,1438.0,6.0,3.6,77.0,108.0,931.0,39.0,194.0,29.4,14.4,408.0,6066.0,1072.0,5.7,25.0,8.0,331.0,354.0,585.0,4114.0,29.0,17.0,6.6,210.0,452.0,1952.0,14.0,4.3,89.0,133.0,1168.0,32.0,194.0,36.6,12.4,235.0,94.0,40.0,13.0,7.0,53.8,49.0,26.0,53.1,227.0,89.0,39.2,14.0,10.0,71.4,53.0,33.0,62.3
14,jax,376.0,5581.0,1012.0,5.5,28.0,10.0,313.0,355.0,607.0,4108.0,35.0,18.0,6.2,215.0,354.0,1473.0,5.0,4.2,69.0,105.0,880.0,29.0,193.0,34.2,14.0,448.0,6000.0,1102.0,5.4,18.0,9.0,362.0,390.0,602.0,4291.0,29.0,9.0,6.7,222.0,464.0,1709.0,15.0,3.7,102.0,114.0,989.0,38.0,194.0,38.1,8.8,205.0,72.0,35.1,15.0,8.0,53.3,54.0,29.0,53.7,227.0,105.0,46.3,12.0,6.0,50.0,57.0,35.0,61.4
15,kan,405.0,5299.0,955.0,5.5,15.0,8.0,303.0,310.0,473.0,3255.0,20.0,7.0,6.3,155.0,436.0,2044.0,19.0,4.7,116.0,104.0,878.0,32.0,182.0,37.9,7.1,287.0,5269.0,1037.0,5.1,29.0,7.0,313.0,349.0,607.0,3698.0,25.0,22.0,5.7,193.0,383.0,1571.0,7.0,4.1,86.0,110.0,941.0,34.0,183.0,27.3,15.3,199.0,76.0,38.2,9.0,6.0,66.7,54.0,31.0,57.4,217.0,72.0,33.2,27.0,13.0,48.1,40.0,24.0,60.0
16,rai,359.0,5336.0,1008.0,5.3,24.0,10.0,300.0,373.0,605.0,3879.0,34.0,14.0,6.1,193.0,370.0,1457.0,7.0,3.9,74.0,139.0,1102.0,33.0,195.0,31.8,10.3,399.0,5818.0,1085.0,5.4,25.0,11.0,344.0,404.0,641.0,4140.0,25.0,14.0,6.1,206.0,406.0,1678.0,12.0,4.1,94.0,104.0,943.0,44.0,191.0,38.2,11.5,220.0,86.0,39.1,13.0,5.0,38.5,41.0,25.0,61.0,224.0,84.0,37.5,17.0,9.0,52.9,58.0,30.0,51.7
17,sdg,320.0,5949.0,1100.0,5.4,24.0,11.0,344.0,442.0,667.0,4591.0,30.0,13.0,6.5,230.0,393.0,1358.0,4.0,3.5,79.0,117.0,942.0,35.0,178.0,33.7,12.4,398.0,5791.0,959.0,6.0,20.0,9.0,299.0,328.0,510.0,3786.0,22.0,11.0,7.0,170.0,417.0,2005.0,17.0,4.8,101.0,120.0,976.0,28.0,180.0,37.8,10.0,231.0,97.0,42.0,15.0,5.0,33.3,44.0,28.0,63.6,195.0,74.0,37.9,8.0,7.0,87.5,46.0,23.0,50.0
18,ram,280.0,4761.0,920.0,5.2,22.0,11.0,241.0,273.0,473.0,2805.0,11.0,11.0,5.7,126.0,429.0,1956.0,16.0,4.6,92.0,122.0,1057.0,23.0,196.0,24.5,10.2,330.0,5885.0,1091.0,5.4,26.0,13.0,320.0,399.0,597.0,4065.0,21.0,13.0,6.4,192.0,453.0,1820.0,7.0,4.0,98.0,109.0,992.0,30.0,198.0,31.8,12.1,201.0,52.0,25.9,13.0,4.0,30.8,36.0,19.0,52.8,225.0,78.0,34.7,15.0,4.0,26.7,48.0,20.0,41.7
19,mia,310.0,5307.0,977.0,5.4,19.0,7.0,291.0,365.0,588.0,3811.0,24.0,12.0,6.0,194.0,344.0,1496.0,11.0,4.3,72.0,134.0,1090.0,25.0,187.0,25.7,9.6,389.0,6019.0,1076.0,5.6,16.0,3.0,351.0,350.0,542.0,4000.0,31.0,13.0,7.0,203.0,503.0,2019.0,13.0,4.0,112.0,121.0,1005.0,36.0,191.0,34.0,8.4,205.0,63.0,30.7,22.0,8.0,36.4,43.0,23.0,53.5,221.0,96.0,43.4,12.0,4.0,33.3,50.0,30.0,60.0
20,min,365.0,5139.0,973.0,5.3,17.0,8.0,297.0,294.0,454.0,2928.0,14.0,9.0,5.9,153.0,474.0,2211.0,18.0,4.7,113.0,88.0,797.0,31.0,172.0,38.4,9.3,302.0,5510.0,1015.0,5.4,22.0,9.0,318.0,359.0,561.0,3762.0,24.0,13.0,6.2,189.0,411.0,1748.0,7.0,4.3,94.0,109.0,875.0,35.0,177.0,33.3,11.9,199.0,76.0,38.2,11.0,5.0,45.5,44.0,22.0,50.0,206.0,71.0,34.5,22.0,11.0,50.0,43.0,19.0,44.2
21,nwe,465.0,5991.0,1050.0,5.7,14.0,7.0,348.0,404.0,629.0,4587.0,36.0,7.0,6.9,230.0,383.0,1404.0,14.0,3.7,87.0,96.0,860.0,31.0,192.0,43.2,5.7,315.0,5430.0,1042.0,5.2,21.0,9.0,303.0,361.0,596.0,3852.0,24.0,12.0,6.0,204.0,397.0,1578.0,8.0,4.0,77.0,112.0,1013.0,22.0,190.0,28.9,10.5,215.0,88.0,40.9,15.0,9.0,60.0,61.0,40.0,65.6,225.0,84.0,37.3,18.0,8.0,44.4,42.0,24.0,57.1
22,nor,408.0,6461.0,1096.0,5.9,20.0,8.0,381.0,460.0,667.0,4970.0,32.0,12.0,7.1,247.0,397.0,1491.0,16.0,3.8,98.0,130.0,1112.0,36.0,182.0,36.3,10.4,476.0,6615.0,997.0,6.6,22.0,13.0,380.0,372.0,544.0,4544.0,45.0,9.0,7.9,223.0,422.0,2071.0,12.0,4.9,103.0,114.0,887.0,54.0,180.0,43.9,11.7,218.0,104.0,47.7,16.0,10.0,62.5,58.0,35.0,60.3,176.0,71.0,40.3,13.0,10.0,76.9,65.0,44.0,67.7
23,nyg,420.0,5952.0,1053.0,5.7,21.0,7.0,331.0,392.0,623.0,4343.0,36.0,14.0,6.7,208.0,403.0,1609.0,5.0,4.0,77.0,102.0,777.0,46.0,186.0,38.2,11.3,442.0,6725.0,1105.0,6.1,28.0,13.0,367.0,423.0,638.0,4783.0,31.0,15.0,7.2,236.0,444.0,1942.0,15.0,4.4,104.0,120.0,1077.0,27.0,190.0,40.5,14.2,217.0,82.0,37.8,16.0,9.0,56.3,54.0,24.0,44.4,230.0,108.0,47.0,14.0,8.0,57.1,52.0,28.0,53.8
24,nyj,387.0,5925.0,1074.0,5.5,24.0,8.0,329.0,362.0,604.0,4057.0,33.0,16.0,6.5,210.0,448.0,1868.0,11.0,4.2,99.0,96.0,787.0,20.0,199.0,35.7,11.6,314.0,5098.0,1013.0,5.0,30.0,12.0,271.0,343.0,601.0,3763.0,25.0,18.0,5.9,185.0,373.0,1335.0,4.0,3.6,62.0,90.0,767.0,24.0,194.0,28.4,14.4,229.0,93.0,40.6,14.0,6.0,42.9,53.0,35.0,66.0,232.0,77.0,33.2,23.0,13.0,56.5,40.0,14.0,35.0
25,phi,377.0,5830.0,1102.0,5.3,31.0,13.0,339.0,405.0,623.0,4087.0,23.0,18.0,6.2,193.0,442.0,1743.0,15.0,3.9,110.0,104.0,819.0,36.0,203.0,29.1,15.3,430.0,6426.0,1148.0,5.6,26.0,11.0,365.0,394.0,633.0,4273.0,36.0,15.0,6.4,239.0,478.0,2153.0,10.0,4.5,100.0,123.0,1049.0,26.0,203.0,36.0,11.8,230.0,91.0,39.6,16.0,8.0,50.0,43.0,24.0,55.8,231.0,99.0,42.9,9.0,6.0,66.7,61.0,40.0,65.6
26,pit,423.0,6327.0,1011.0,6.3,28.0,7.0,331.0,391.0,590.0,4603.0,26.0,21.0,7.4,207.0,388.0,1724.0,16.0,4.4,91.0,94.0,868.0,33.0,190.0,40.5,13.7,319.0,5809.0,1055.0,5.5,30.0,13.0,327.0,402.0,625.0,4350.0,29.0,17.0,6.5,231.0,382.0,1459.0,6.0,3.8,71.0,121.0,1199.0,25.0,189.0,32.3,14.3,193.0,75.0,38.9,12.0,4.0,33.3,56.0,34.0,60.7,225.0,90.0,40.0,24.0,7.0,29.2,57.0,28.0,49.1
27,sfo,238.0,4860.0,969.0,5.0,17.0,5.0,261.0,322.0,526.0,3316.0,16.0,12.0,5.7,154.0,390.0,1544.0,7.0,4.0,83.0,113.0,823.0,24.0,182.0,25.8,8.2,387.0,6199.0,1081.0,5.7,12.0,3.0,356.0,375.0,549.0,4179.0,21.0,9.0,7.2,199.0,504.0,2020.0,20.0,4.0,128.0,112.0,920.0,29.0,182.0,37.9,6.6,213.0,65.0,30.5,19.0,9.0,47.4,39.0,17.0,43.6,210.0,82.0,39.0,11.0,6.0,54.5,54.0,32.0,59.3
28,sea,423.0,6058.0,1035.0,5.9,16.0,8.0,335.0,333.0,489.0,3790.0,34.0,8.0,7.1,190.0,500.0,2268.0,10.0,4.5,128.0,117.0,1007.0,17.0,174.0,42.0,8.6,277.0,4668.0,947.0,4.9,23.0,9.0,273.0,333.0,548.0,3364.0,14.0,14.0,5.8,175.0,362.0,1304.0,10.0,3.6,71.0,94.0,795.0,27.0,174.0,29.3,13.2,213.0,99.0,46.5,9.0,8.0,88.9,49.0,27.0,55.1,195.0,67.0,34.4,7.0,1.0,14.3,38.0,16.0,42.1
29,tam,342.0,6014.0,1017.0,5.9,28.0,13.0,336.0,312.0,535.0,3852.0,22.0,15.0,6.9,201.0,455.0,2162.0,12.0,4.8,99.0,143.0,1195.0,36.0,176.0,35.8,14.8,417.0,5446.0,1045.0,5.2,23.0,12.0,351.0,378.0,541.0,3840.0,31.0,11.0,6.6,208.0,466.0,1606.0,12.0,3.4,104.0,104.0,862.0,39.0,180.0,41.7,12.8,202.0,84.0,41.6,13.0,7.0,53.8,51.0,27.0,52.9,211.0,97.0,46.0,6.0,4.0,66.7,56.0,36.0,64.3
30,oti,299.0,4988.0,976.0,5.1,33.0,16.0,298.0,342.0,551.0,3503.0,25.0,17.0,5.8,195.0,371.0,1485.0,10.0,4.0,66.0,93.0,779.0,37.0,191.0,25.7,16.2,423.0,5475.0,1004.0,5.5,19.0,8.0,317.0,319.0,503.0,3678.0,34.0,11.0,6.8,192.0,462.0,1797.0,11.0,3.9,101.0,112.0,982.0,24.0,186.0,36.6,8.1,201.0,64.0,31.8,15.0,7.0,46.7,40.0,26.0,65.0,216.0,92.0,42.6,12.0,4.0,33.3,53.0,33.0,62.3
31,was,388.0,5661.0,1011.0,5.6,22.0,11.0,317.0,386.0,555.0,4095.0,30.0,11.0,7.0,208.0,429.0,1566.0,9.0,3.7,81.0,105.0,828.0,28.0,180.0,36.1,11.1,379.0,6090.0,1010.0,6.0,27.0,16.0,329.0,354.0,566.0,4128.0,30.0,11.0,6.8,202.0,406.0,1962.0,10.0,4.8,103.0,112.0,955.0,24.0,181.0,35.4,14.9,216.0,94.0,43.5,12.0,7.0,58.3,49.0,30.0,61.2,207.0,78.0,37.7,20.0,11.0,55.0,49.0,27.0,55.1
