,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
174,nyj,nwe,17,22,39,-5,8.5
175,den,kan,27,30,57,-3,-3.5
176,phi,gnb,13,27,40,-14,-4.0
177,min,dal,15,17,32,-2,3.0
178,atl,kan,28,29,57,-1,-5.0
179,chi,sfo,26,6,32,20,0.0
180,cin,phi,32,14,46,18,-2.0
181,jax,den,10,20,30,-10,3.5
182,nor,det,13,28,41,-15,-6.5
183,gnb,htx,21,13,34,8,-6.5
184,rav,mia,38,6,44,32,-3.5
185,nwe,ram,26,10,36,16,-13.0
186,rai,buf,38,24,62,14,-3.0
187,crd,was,31,23,54,8,-2.5
188,pit,nyg,24,14,38,10,-6.5
189,sdg,tam,21,28,49,-7,-3.5
190,sea,car,40,7,47,33,-8.0
191,nyj,clt,10,41,51,-31,-1.0
192,kan,rai,21,13,34,8,-3.5
193,buf,pit,20,27,47,-7,1.0
194,car,sdg,28,16,44,12,-1.0
195,det,chi,20,17,37,3,-7.5
196,cle,cin,10,23,33,-13,4.5
197,clt,htx,17,22,39,-5,-6.5
198,mia,crd,26,23,49,3,2.0
199,oti,den,13,10,23,3,-2.0
200,jax,min,16,25,41,-9,3.0
201,phi,was,22,27,49,-5,2.0
202,sfo,nyj,17,23,40,-6,-3.0
203,ram,atl,14,42,56,-28,4.5
204,gnb,sea,38,10,48,28,3.0
205,tam,nor,16,11,27,5,-2.0
206,nyg,dal,10,7,17,3,3.5
207,nwe,rav,30,23,53,7,-6.0
208,sea,ram,24,3,27,21,-15.0
209,nyj,mia,13,34,47,-21,2.5
210,buf,cle,33,13,46,20,-10.5
211,chi,gnb,27,30,57,-3,4.5
212,cin,pit,20,24,44,-4,3.0
213,min,clt,6,34,40,-28,-5.0
214,nyg,det,17,6,23,11,-4.0
215,htx,jax,21,20,41,1,-3.5
216,kan,oti,17,19,36,-2,-6.0
217,rav,phi,27,26,53,1,-5.0
218,atl,sfo,41,13,54,28,-13.5
219,crd,nor,41,48,89,-7,-3.0
220,den,nwe,3,16,19,-13,3.0
221,sdg,rai,16,19,35,-3,2.5
222,dal,tam,26,20,46,6,-7.0
223,was,car,15,26,41,-11,-7.0
224,phi,nyg,24,19,43,5,-1.5
225,car,atl,16,33,49,-17,3.0
226,buf,mia,31,34,65,-3,-4.5
227,chi,was,21,41,62,-20,3.0
228,cle,sdg,20,17,37,3,4.5
229,gnb,min,38,25,63,13,-6.0
230,jax,oti,38,17,55,21,4.0
231,nwe,nyj,41,3,44,38,-17.0
232,rai,clt,33,25,58,8,-3.5
233,sea,crd,31,34,65,-3,-9.0
234,nor,tam,31,24,55,7,-3.0
235,ram,sfo,21,22,43,-1,-6.0
236,htx,cin,12,10,22,2,-3.0
237,pit,rav,31,27,58,4,-5.5
238,kan,den,33,10,43,23,-3.5
239,dal,det,42,21,63,21,-6.5
240,nyj,buf,30,10,40,20,3.5
241,tam,car,17,16,33,1,-3.0
242,min,chi,38,10,48,28,-6.0
243,cin,rav,27,10,37,17,2.5
244,pit,cle,27,24,51,3,-3.0
245,clt,jax,24,20,44,4,-5.5
246,phi,dal,27,13,40,14,-6.5
247,oti,htx,24,17,41,7,-3.0
248,mia,nwe,14,35,49,-21,7.5
249,atl,nor,38,32,70,6,-7.5
250,ram,crd,6,44,50,-38,7.0
251,den,rai,24,6,30,18,-1.0
252,sdg,kan,27,37,64,-10,5.5
253,was,nyg,10,19,29,-9,-9.0
254,sfo,sea,23,25,48,-2,11.5
255,det,gnb,24,31,55,-7,3.5
