,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,453.0,6460.0,1092.0,5.9,15.0,8.0,376.0,383.0,588.0,4281.0,29.0,7.0,7.0,228.0,480.0,2179.0,23.0,4.5,114.0,90.0,773.0,34.0,176.0,43.2,8.0,427.0,6670.0,1076.0,6.2,22.0,10.0,377.0,353.0,560.0,4179.0,26.0,12.0,7.0,209.0,477.0,2491.0,22.0,5.2,135.0,103.0,818.0,33.0,177.0,41.2,11.9,211.0,86.0,40.8,37.0,20.0,54.1,68.0,45.0,66.2,204.0,92.0,45.1,27.0,15.0,55.6,58.0,37.0,63.8
11,gnb,370.0,5745.0,1051.0,5.5,22.0,10.0,334.0,364.0,563.0,3632.0,27.0,12.0,6.1,186.0,456.0,2113.0,12.0,4.6,116.0,89.0,747.0,32.0,177.0,36.2,11.3,371.0,5721.0,991.0,5.8,24.0,7.0,321.0,314.0,478.0,3349.0,22.0,17.0,6.5,163.0,479.0,2372.0,18.0,5.0,129.0,100.0,916.0,29.0,173.0,38.2,13.9,200.0,79.0,39.5,31.0,12.0,38.7,54.0,28.0,51.9,194.0,73.0,37.6,19.0,11.0,57.9,54.0,29.0,53.7
12,htx,289.0,4820.0,1015.0,4.7,28.0,9.0,277.0,352.0,579.0,3344.0,20.0,19.0,5.4,159.0,398.0,1476.0,7.0,3.7,90.0,88.0,644.0,28.0,198.0,28.8,13.6,420.0,6452.0,1134.0,5.7,27.0,11.0,372.0,336.0,522.0,3558.0,15.0,16.0,6.3,196.0,573.0,2894.0,25.0,5.1,150.0,95.0,773.0,26.0,193.0,35.2,11.9,221.0,67.0,30.3,26.0,13.0,50.0,48.0,23.0,47.9,221.0,86.0,38.9,21.0,13.0,61.9,55.0,31.0,56.4
13,clt,289.0,5298.0,1103.0,4.8,34.0,14.0,310.0,398.0,604.0,3432.0,17.0,20.0,5.2,193.0,439.0,1866.0,8.0,4.3,91.0,89.0,794.0,26.0,195.0,29.2,16.9,427.0,5678.0,1092.0,5.2,21.0,11.0,344.0,365.0,537.0,3569.0,25.0,10.0,6.1,184.0,511.0,2109.0,20.0,4.1,127.0,89.0,725.0,33.0,197.0,36.0,10.2,228.0,75.0,32.9,26.0,12.0,46.2,48.0,22.0,45.8,224.0,85.0,37.9,25.0,13.0,52.0,53.0,36.0,67.9
14,jax,404.0,6075.0,1072.0,5.7,22.0,13.0,352.0,394.0,596.0,3959.0,25.0,9.0,6.3,208.0,448.0,2116.0,16.0,4.7,114.0,90.0,674.0,30.0,181.0,39.2,12.2,350.0,6006.0,1106.0,5.4,27.0,13.0,350.0,385.0,601.0,4055.0,25.0,14.0,6.4,211.0,470.0,1951.0,14.0,4.2,114.0,90.0,683.0,25.0,180.0,36.1,14.4,215.0,90.0,41.9,27.0,14.0,51.9,58.0,31.0,53.4,220.0,95.0,43.2,31.0,10.0,32.3,52.0,31.0,59.6
15,kan,496.0,7032.0,1094.0,6.4,23.0,11.0,408.0,435.0,651.0,5062.0,41.0,12.0,7.5,272.0,417.0,1970.0,18.0,4.7,105.0,87.0,838.0,31.0,179.0,46.4,10.1,369.0,5579.0,1093.0,5.1,20.0,9.0,337.0,408.0,619.0,3756.0,33.0,11.0,5.6,207.0,419.0,1823.0,10.0,4.4,102.0,98.0,734.0,28.0,184.0,35.9,10.3,193.0,94.0,48.7,12.0,9.0,75.0,72.0,50.0,69.4,222.0,85.0,38.3,35.0,20.0,57.1,55.0,37.0,67.3
16,rai,395.0,5993.0,1049.0,5.7,21.0,4.0,343.0,359.0,586.0,3934.0,28.0,17.0,6.3,193.0,428.0,2059.0,12.0,4.8,122.0,113.0,932.0,28.0,172.0,42.4,12.2,418.0,6216.0,1077.0,5.8,13.0,7.0,360.0,399.0,590.0,4129.0,25.0,6.0,6.7,206.0,460.0,2087.0,20.0,4.5,126.0,93.0,758.0,28.0,179.0,40.8,7.3,208.0,83.0,39.9,24.0,13.0,54.2,48.0,23.0,47.9,206.0,86.0,41.7,20.0,11.0,55.0,54.0,35.0,64.8
17,sdg,391.0,6108.0,1154.0,5.3,19.0,9.0,352.0,485.0,711.0,4584.0,26.0,10.0,6.1,232.0,404.0,1524.0,15.0,3.8,93.0,81.0,635.0,27.0,189.0,38.1,9.5,384.0,5884.0,1002.0,5.9,24.0,10.0,318.0,310.0,505.0,3406.0,24.0,14.0,6.2,175.0,457.0,2478.0,17.0,5.4,119.0,80.0,762.0,24.0,188.0,37.2,11.2,257.0,112.0,43.6,29.0,15.0,51.7,62.0,33.0,53.2,199.0,78.0,39.2,15.0,6.0,40.0,48.0,25.0,52.1
18,ram,307.0,4769.0,1001.0,4.8,23.0,8.0,293.0,347.0,531.0,3108.0,16.0,15.0,5.3,181.0,411.0,1661.0,15.0,4.0,89.0,76.0,655.0,23.0,176.0,33.5,13.1,384.0,5798.0,1049.0,5.5,22.0,6.0,331.0,375.0,556.0,3842.0,23.0,16.0,6.5,203.0,455.0,1956.0,12.0,4.3,106.0,82.0,691.0,22.0,173.0,41.0,12.1,211.0,83.0,39.3,19.0,15.0,78.9,45.0,25.0,55.6,208.0,84.0,40.4,20.0,13.0,65.0,54.0,24.0,44.4
19,mia,397.0,6197.0,1009.0,6.1,21.0,6.0,342.0,368.0,584.0,4511.0,30.0,15.0,7.3,220.0,390.0,1686.0,12.0,4.3,93.0,111.0,881.0,29.0,178.0,38.8,11.8,399.0,5743.0,1086.0,5.3,14.0,6.0,336.0,416.0,624.0,3992.0,27.0,8.0,6.0,200.0,422.0,1751.0,15.0,4.1,98.0,84.0,799.0,38.0,184.0,37.5,7.6,196.0,71.0,36.2,24.0,13.0,54.2,50.0,30.0,60.0,233.0,97.0,41.6,31.0,15.0,48.4,59.0,35.0,59.3
20,min,424.0,6145.0,1123.0,5.5,23.0,8.0,382.0,448.0,672.0,4484.0,30.0,15.0,6.2,244.0,404.0,1661.0,18.0,4.1,93.0,88.0,684.0,45.0,197.0,36.0,11.7,427.0,6608.0,1118.0,5.9,25.0,10.0,359.0,408.0,617.0,4515.0,23.0,15.0,6.9,224.0,463.0,2093.0,18.0,4.5,113.0,111.0,926.0,22.0,192.0,41.1,12.0,226.0,93.0,41.2,19.0,9.0,47.4,64.0,40.0,62.5,215.0,82.0,38.1,29.0,11.0,37.9,49.0,28.0,57.1
21,nwe,364.0,5348.0,1006.0,5.3,23.0,9.0,288.0,358.0,540.0,3536.0,19.0,14.0,6.1,166.0,425.0,1812.0,12.0,4.3,98.0,104.0,841.0,24.0,192.0,32.8,12.0,347.0,5474.0,1091.0,5.0,30.0,11.0,314.0,364.0,596.0,3681.0,28.0,19.0,5.7,194.0,441.0,1793.0,7.0,4.1,90.0,89.0,699.0,30.0,190.0,30.5,14.2,215.0,75.0,34.9,13.0,5.0,38.5,45.0,19.0,42.2,241.0,97.0,40.2,27.0,10.0,37.0,50.0,29.0,58.0
22,nor,330.0,5674.0,1015.0,5.6,25.0,11.0,305.0,338.0,512.0,3692.0,24.0,14.0,6.7,181.0,465.0,1982.0,12.0,4.3,103.0,99.0,841.0,21.0,186.0,31.7,12.9,345.0,5352.0,1076.0,5.0,14.0,7.0,319.0,322.0,536.0,3134.0,17.0,7.0,5.4,159.0,492.0,2218.0,14.0,4.5,122.0,92.0,798.0,38.0,184.0,34.8,7.1,219.0,88.0,40.2,11.0,4.0,36.4,48.0,25.0,52.1,233.0,97.0,41.6,19.0,8.0,42.1,44.0,22.0,50.0
23,nyg,365.0,5676.0,1089.0,5.2,16.0,10.0,352.0,346.0,520.0,3157.0,17.0,6.0,5.5,170.0,520.0,2519.0,21.0,4.8,150.0,106.0,827.0,32.0,177.0,37.3,7.3,371.0,6089.0,1078.0,5.6,19.0,13.0,370.0,349.0,568.0,3638.0,21.0,6.0,6.0,200.0,469.0,2451.0,16.0,5.2,134.0,111.0,819.0,36.0,181.0,39.8,8.8,212.0,78.0,36.8,21.0,10.0,47.6,49.0,31.0,63.3,205.0,72.0,35.1,17.0,11.0,64.7,63.0,31.0,49.2
24,nyj,296.0,5409.0,1074.0,5.0,23.0,9.0,294.0,357.0,627.0,3723.0,15.0,14.0,5.6,191.0,405.0,1686.0,13.0,4.2,79.0,91.0,866.0,24.0,194.0,29.9,11.9,316.0,5288.0,1093.0,4.8,16.0,4.0,310.0,347.0,556.0,3220.0,15.0,12.0,5.4,166.0,492.0,2068.0,14.0,4.2,117.0,90.0,707.0,27.0,192.0,32.3,8.3,240.0,83.0,34.6,28.0,11.0,39.3,46.0,20.0,43.5,244.0,93.0,38.1,26.0,11.0,42.3,46.0,22.0,47.8
25,phi,477.0,6614.0,1124.0,5.9,19.0,10.0,385.0,350.0,536.0,4105.0,25.0,9.0,7.1,195.0,544.0,2509.0,32.0,4.6,161.0,90.0,682.0,29.0,186.0,42.5,10.2,344.0,5125.0,1072.0,4.8,27.0,10.0,325.0,350.0,556.0,3057.0,22.0,17.0,4.9,186.0,446.0,2068.0,15.0,4.6,115.0,95.0,798.0,24.0,179.0,32.4,15.1,222.0,102.0,45.9,32.0,22.0,68.8,59.0,40.0,67.8,223.0,86.0,38.6,25.0,15.0,60.0,55.0,29.0,52.7
26,pit,308.0,5484.0,1109.0,4.9,19.0,5.0,345.0,364.0,571.0,3411.0,12.0,14.0,5.6,189.0,500.0,2073.0,16.0,4.1,129.0,94.0,711.0,27.0,177.0,35.0,9.6,346.0,5617.0,1024.0,5.5,23.0,3.0,314.0,332.0,542.0,3779.0,29.0,20.0,6.5,196.0,442.0,1838.0,7.0,4.2,95.0,96.0,717.0,23.0,177.0,37.3,13.0,236.0,106.0,44.9,15.0,11.0,73.3,52.0,27.0,51.9,216.0,85.0,39.4,21.0,13.0,61.9,47.0,26.0,55.3
27,sfo,450.0,6216.0,1047.0,5.9,17.0,8.0,347.0,338.0,512.0,3856.0,30.0,9.0,7.1,188.0,504.0,2360.0,20.0,4.7,132.0,94.0,730.0,27.0,186.0,41.4,9.1,277.0,5110.0,1026.0,5.0,30.0,10.0,291.0,389.0,593.0,3789.0,20.0,20.0,5.9,188.0,389.0,1321.0,11.0,3.4,77.0,96.0,832.0,26.0,183.0,25.7,15.3,211.0,95.0,45.0,17.0,7.0,41.2,63.0,34.0,54.0,218.0,85.0,39.0,25.0,10.0,40.0,37.0,21.0,56.8
28,sea,407.0,5976.0,1044.0,5.7,23.0,11.0,346.0,399.0,573.0,3934.0,30.0,12.0,6.4,206.0,425.0,2042.0,12.0,4.8,106.0,106.0,854.0,34.0,187.0,40.6,11.2,401.0,6149.0,1117.0,5.5,25.0,11.0,347.0,343.0,547.0,3595.0,23.0,14.0,6.1,188.0,525.0,2554.0,21.0,4.9,130.0,98.0,818.0,29.0,188.0,37.2,12.2,201.0,76.0,37.8,21.0,12.0,57.1,55.0,26.0,47.3,227.0,96.0,42.3,28.0,11.0,39.3,52.0,31.0,59.6
29,tam,313.0,5894.0,1159.0,5.1,22.0,12.0,346.0,499.0,751.0,4586.0,26.0,10.0,5.9,240.0,386.0,1308.0,5.0,3.4,79.0,99.0,793.0,27.0,194.0,32.0,10.3,358.0,5513.0,1073.0,5.1,20.0,10.0,314.0,364.0,570.0,3461.0,29.0,10.0,5.6,186.0,458.0,2052.0,12.0,4.5,103.0,97.0,863.0,25.0,197.0,33.0,10.2,246.0,92.0,37.4,27.0,15.0,55.6,50.0,26.0,52.0,236.0,87.0,36.9,24.0,14.0,58.3,48.0,30.0,62.5
30,oti,298.0,5045.0,992.0,5.1,23.0,12.0,277.0,285.0,456.0,2914.0,16.0,11.0,5.8,153.0,487.0,2131.0,16.0,4.4,104.0,111.0,956.0,20.0,190.0,27.9,10.5,359.0,5978.0,1100.0,5.4,20.0,6.0,339.0,439.0,671.0,4671.0,29.0,14.0,6.6,215.0,390.0,1307.0,9.0,3.4,93.0,115.0,836.0,31.0,189.0,33.9,10.6,219.0,80.0,36.5,17.0,9.0,52.9,42.0,27.0,64.3,225.0,77.0,34.2,26.0,19.0,73.1,49.0,27.0,55.1
31,was,321.0,5615.0,1140.0,4.9,23.0,7.0,339.0,344.0,554.0,3472.0,24.0,16.0,5.8,184.0,538.0,2143.0,9.0,4.0,124.0,92.0,805.0,31.0,197.0,29.4,11.7,343.0,5178.0,998.0,5.2,18.0,9.0,286.0,308.0,514.0,3252.0,26.0,9.0,5.8,155.0,441.0,1926.0,10.0,4.4,102.0,85.0,707.0,29.0,197.0,31.5,7.6,230.0,81.0,35.2,25.0,12.0,48.0,47.0,24.0,51.1,210.0,67.0,31.9,25.0,12.0,48.0,52.0,27.0,51.9
