,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,346.0,5421.0,981.0,5.5,15.0,5.0,329.0,388.0,594.0,4111.0,24.0,10.0,6.5,217.0,350.0,1310.0,9.0,3.7,76.0,100.0,861.0,36.0,156.0,41.0,9.0,358.0,5676.0,964.0,5.9,14.0,4.0,333.0,399.0,549.0,3975.0,33.0,10.0,6.9,206.0,389.0,1701.0,8.0,4.4,99.0,122.0,979.0,28.0,160.0,39.4,8.8,195.0,83.0,42.6,10.0,7.0,70.0,48.0,26.0,54.2,198.0,90.0,45.5,8.0,3.0,37.5,53.0,36.0,67.9
11,gnb,432.0,5900.0,1029.0,5.7,17.0,9.0,349.0,403.0,620.0,4199.0,40.0,8.0,6.4,222.0,374.0,1701.0,11.0,4.5,91.0,100.0,827.0,36.0,176.0,43.8,9.1,388.0,5823.0,987.0,5.9,25.0,8.0,329.0,370.0,571.0,4308.0,32.0,17.0,7.1,227.0,376.0,1515.0,11.0,4.0,80.0,109.0,964.0,22.0,173.0,41.0,13.9,210.0,98.0,46.7,17.0,7.0,41.2,66.0,40.0,60.6,199.0,82.0,41.2,18.0,12.0,66.7,45.0,28.0,62.2
12,htx,279.0,5035.0,1071.0,4.7,24.0,8.0,305.0,347.0,583.0,3176.0,15.0,16.0,5.2,173.0,456.0,1859.0,8.0,4.1,102.0,87.0,868.0,30.0,185.0,31.4,11.4,328.0,4821.0,950.0,5.1,17.0,6.0,272.0,319.0,522.0,3226.0,20.0,11.0,5.8,157.0,397.0,1595.0,13.0,4.0,87.0,114.0,949.0,28.0,186.0,31.7,9.1,233.0,87.0,37.3,23.0,9.0,39.1,44.0,18.0,40.9,213.0,82.0,38.5,13.0,3.0,23.1,44.0,23.0,52.3
13,clt,411.0,5830.0,1037.0,5.6,22.0,7.0,351.0,370.0,584.0,4202.0,32.0,15.0,6.7,220.0,409.0,1628.0,13.0,4.0,93.0,103.0,883.0,38.0,180.0,40.6,12.2,392.0,6126.0,1024.0,6.0,17.0,9.0,353.0,378.0,582.0,4200.0,27.0,8.0,6.8,225.0,409.0,1926.0,12.0,4.7,93.0,125.0,1155.0,35.0,176.0,41.5,9.7,202.0,87.0,43.1,18.0,8.0,44.4,53.0,35.0,66.0,193.0,80.0,41.5,8.0,3.0,37.5,50.0,25.0,50.0
14,jax,318.0,5359.0,1052.0,5.1,29.0,13.0,321.0,369.0,626.0,3728.0,24.0,16.0,5.6,207.0,392.0,1631.0,8.0,4.2,75.0,129.0,1187.0,39.0,191.0,31.4,13.6,400.0,5147.0,1030.0,5.0,13.0,6.0,305.0,345.0,551.0,3444.0,20.0,7.0,5.9,174.0,446.0,1703.0,17.0,3.8,93.0,101.0,948.0,38.0,191.0,39.3,5.8,221.0,78.0,35.3,16.0,7.0,43.8,40.0,24.0,60.0,224.0,83.0,37.1,13.0,6.0,46.2,55.0,30.0,54.5
15,kan,389.0,5488.0,990.0,5.5,17.0,9.0,305.0,365.0,546.0,3740.0,19.0,8.0,6.5,197.0,412.0,1748.0,15.0,4.2,86.0,109.0,848.0,22.0,178.0,37.1,9.0,311.0,5896.0,1063.0,5.5,33.0,15.0,342.0,350.0,598.0,3958.0,23.0,18.0,6.3,209.0,437.0,1938.0,10.0,4.4,102.0,109.0,797.0,31.0,182.0,31.9,16.5,213.0,81.0,38.0,14.0,10.0,71.4,55.0,25.0,45.5,222.0,96.0,43.2,20.0,10.0,50.0,53.0,26.0,49.1
16,rai,416.0,5973.0,1048.0,5.7,14.0,7.0,333.0,379.0,596.0,4051.0,29.0,7.0,6.6,198.0,434.0,1922.0,17.0,4.4,98.0,147.0,1247.0,37.0,194.0,38.7,7.2,385.0,6001.0,987.0,6.1,30.0,14.0,318.0,328.0,541.0,4120.0,27.0,16.0,7.3,188.0,421.0,1881.0,18.0,4.5,94.0,115.0,1062.0,36.0,190.0,35.3,14.2,218.0,83.0,38.1,13.0,6.0,46.2,56.0,32.0,57.1,198.0,78.0,39.4,15.0,4.0,26.7,57.0,33.0,57.9
17,sdg,410.0,5708.0,1014.0,5.6,35.0,14.0,340.0,349.0,580.0,4198.0,33.0,21.0,6.8,214.0,398.0,1510.0,10.0,3.8,90.0,107.0,780.0,36.0,181.0,38.1,18.2,423.0,5554.0,1025.0,5.4,28.0,10.0,329.0,364.0,580.0,3987.0,21.0,18.0,6.5,204.0,410.0,1567.0,20.0,3.8,98.0,119.0,837.0,27.0,186.0,39.8,14.5,200.0,85.0,42.5,12.0,6.0,50.0,62.0,32.0,51.6,208.0,83.0,39.9,16.0,11.0,68.8,66.0,36.0,54.5
18,ram,224.0,4203.0,960.0,4.4,29.0,9.0,245.0,312.0,536.0,2951.0,14.0,20.0,5.0,151.0,375.0,1252.0,9.0,3.3,68.0,126.0,1091.0,26.0,193.0,21.8,14.5,394.0,5392.0,1037.0,5.2,18.0,8.0,325.0,378.0,582.0,3732.0,32.0,10.0,6.1,194.0,424.0,1660.0,12.0,3.9,91.0,108.0,920.0,40.0,192.0,31.3,9.4,213.0,67.0,31.5,20.0,8.0,40.0,34.0,16.0,47.1,220.0,82.0,37.3,14.0,12.0,85.7,52.0,37.0,71.2
19,mia,363.0,5324.0,913.0,5.8,23.0,8.0,278.0,316.0,477.0,3500.0,27.0,15.0,6.9,167.0,406.0,1824.0,14.0,4.5,90.0,125.0,1142.0,21.0,189.0,30.7,11.1,380.0,6122.0,1088.0,5.6,25.0,9.0,349.0,368.0,591.0,3875.0,30.0,16.0,6.2,199.0,464.0,2247.0,12.0,4.8,109.0,109.0,919.0,41.0,194.0,35.1,12.9,188.0,69.0,36.7,4.0,0.0,0.0,47.0,26.0,55.3,213.0,77.0,36.2,16.0,9.0,56.3,51.0,29.0,56.9
20,min,327.0,5041.0,1006.0,5.0,16.0,11.0,303.0,414.0,588.0,3836.0,20.0,5.0,6.1,209.0,380.0,1205.0,9.0,3.2,66.0,103.0,882.0,28.0,174.0,32.8,7.5,307.0,5038.0,993.0,5.1,27.0,13.0,304.0,332.0,548.0,3327.0,22.0,14.0,5.6,186.0,404.0,1711.0,9.0,4.2,87.0,99.0,825.0,31.0,177.0,33.3,14.1,213.0,81.0,38.0,18.0,8.0,44.4,50.0,23.0,46.0,206.0,80.0,38.8,14.0,3.0,21.4,44.0,24.0,54.5
21,nwe,441.0,6180.0,1056.0,5.9,11.0,9.0,351.0,368.0,550.0,4308.0,32.0,2.0,7.5,203.0,482.0,1872.0,19.0,3.9,109.0,93.0,819.0,39.0,182.0,42.9,4.9,250.0,5223.0,998.0,5.2,23.0,10.0,294.0,368.0,596.0,3806.0,21.0,13.0,6.0,190.0,368.0,1417.0,6.0,3.9,81.0,113.0,930.0,23.0,179.0,26.8,11.2,227.0,104.0,45.8,12.0,8.0,66.7,60.0,38.0,63.3,206.0,76.0,36.9,18.0,7.0,38.9,44.0,23.0,52.3
22,nor,469.0,6816.0,1105.0,6.2,24.0,9.0,395.0,472.0,674.0,5074.0,38.0,15.0,7.2,265.0,404.0,1742.0,17.0,4.3,105.0,107.0,969.0,25.0,181.0,45.9,12.7,454.0,6006.0,1008.0,6.0,21.0,12.0,353.0,378.0,582.0,4380.0,27.0,9.0,7.2,230.0,396.0,1626.0,19.0,4.1,91.0,104.0,881.0,32.0,172.0,45.3,12.2,220.0,107.0,48.6,15.0,13.0,86.7,68.0,45.0,66.2,194.0,84.0,43.3,10.0,4.0,40.0,56.0,32.0,57.1
23,nyg,310.0,5291.0,1018.0,5.2,27.0,11.0,289.0,377.0,598.0,3879.0,26.0,16.0,6.3,190.0,398.0,1412.0,6.0,3.5,73.0,88.0,857.0,26.0,193.0,27.5,13.0,284.0,5435.0,1062.0,5.1,25.0,8.0,298.0,369.0,630.0,4018.0,15.0,17.0,6.0,191.0,397.0,1417.0,10.0,3.6,82.0,104.0,853.0,25.0,197.0,29.9,12.2,219.0,78.0,35.6,19.0,9.0,47.4,43.0,23.0,53.5,238.0,84.0,35.3,14.0,7.0,50.0,43.0,17.0,39.5
24,nyj,275.0,5268.0,1003.0,5.3,34.0,9.0,291.0,311.0,550.0,3466.0,16.0,25.0,5.9,166.0,418.0,1802.0,10.0,4.3,97.0,93.0,837.0,28.0,185.0,29.7,17.8,409.0,5479.0,1000.0,5.5,14.0,6.0,318.0,347.0,545.0,3898.0,30.0,8.0,6.8,203.0,428.0,1581.0,11.0,3.7,86.0,74.0,651.0,29.0,183.0,37.7,7.1,210.0,76.0,36.2,19.0,8.0,42.1,54.0,19.0,35.2,210.0,84.0,40.0,10.0,2.0,20.0,51.0,29.0,56.9
25,phi,367.0,5398.0,1080.0,5.0,20.0,6.0,333.0,380.0,609.0,3585.0,16.0,14.0,5.6,192.0,438.0,1813.0,16.0,4.1,114.0,113.0,945.0,27.0,178.0,37.6,11.2,331.0,5484.0,978.0,5.6,26.0,10.0,300.0,333.0,553.0,3832.0,25.0,16.0,6.5,177.0,391.0,1652.0,10.0,4.2,89.0,99.0,837.0,34.0,186.0,33.9,13.4,224.0,85.0,37.9,27.0,13.0,48.1,55.0,27.0,49.1,205.0,82.0,40.0,18.0,8.0,44.4,51.0,23.0,45.1
26,pit,399.0,5962.0,1026.0,5.8,18.0,3.0,336.0,381.0,596.0,4202.0,33.0,15.0,6.8,210.0,409.0,1760.0,13.0,4.3,97.0,112.0,1068.0,29.0,182.0,38.5,9.9,327.0,5482.0,997.0,5.5,23.0,10.0,313.0,381.0,590.0,3882.0,20.0,13.0,6.2,184.0,369.0,1600.0,15.0,4.3,95.0,109.0,920.0,34.0,177.0,34.5,11.9,202.0,83.0,41.1,16.0,9.0,56.3,49.0,29.0,59.2,214.0,88.0,41.1,21.0,11.0,52.4,57.0,26.0,45.6
27,sfo,309.0,4930.0,996.0,4.9,25.0,15.0,287.0,287.0,491.0,2911.0,21.0,10.0,5.4,152.0,458.0,2019.0,15.0,4.4,116.0,99.0,831.0,19.0,197.0,27.4,10.7,480.0,6502.0,1102.0,5.9,20.0,10.0,358.0,322.0,521.0,3848.0,30.0,10.0,6.9,187.0,548.0,2654.0,25.0,4.8,140.0,93.0,795.0,31.0,203.0,41.4,9.4,222.0,78.0,35.1,19.0,10.0,52.6,44.0,30.0,68.2,226.0,102.0,45.1,7.0,4.0,57.1,66.0,41.0,62.1
28,sea,354.0,5715.0,1012.0,5.6,18.0,6.0,313.0,368.0,567.0,4124.0,23.0,12.0,6.8,203.0,403.0,1591.0,13.0,3.9,85.0,117.0,970.0,25.0,185.0,37.3,9.7,292.0,5099.0,1020.0,5.0,19.0,8.0,307.0,331.0,537.0,3612.0,16.0,11.0,6.2,180.0,441.0,1487.0,16.0,3.4,94.0,103.0,925.0,33.0,184.0,28.3,10.3,207.0,79.0,38.2,11.0,4.0,36.4,56.0,26.0,46.4,212.0,82.0,38.7,20.0,6.0,30.0,46.0,26.0,56.5
29,tam,354.0,5542.0,1066.0,5.2,27.0,9.0,340.0,355.0,578.0,3926.0,29.0,18.0,6.4,220.0,453.0,1616.0,8.0,3.6,80.0,109.0,926.0,40.0,182.0,32.4,14.8,369.0,5887.0,1013.0,5.8,29.0,12.0,326.0,347.0,548.0,4012.0,24.0,17.0,6.8,203.0,427.0,1875.0,15.0,4.4,102.0,121.0,1061.0,21.0,184.0,35.9,14.7,214.0,94.0,43.9,9.0,4.0,44.4,54.0,28.0,51.9,195.0,67.0,34.4,10.0,8.0,80.0,50.0,29.0,58.0
30,oti,381.0,5728.0,1008.0,5.7,18.0,7.0,322.0,307.0,504.0,3541.0,29.0,11.0,6.7,175.0,476.0,2187.0,16.0,4.6,115.0,110.0,1012.0,32.0,184.0,36.4,9.8,378.0,5720.0,1031.0,5.5,18.0,6.0,324.0,388.0,635.0,4307.0,25.0,12.0,6.4,227.0,356.0,1413.0,10.0,4.0,70.0,137.0,1191.0,27.0,177.0,35.0,9.0,217.0,100.0,46.1,11.0,4.0,36.4,50.0,36.0,72.0,210.0,77.0,36.7,22.0,12.0,54.5,55.0,29.0,52.7
31,was,396.0,6454.0,1009.0,6.4,21.0,9.0,345.0,407.0,607.0,4758.0,25.0,12.0,7.6,226.0,379.0,1696.0,17.0,4.5,89.0,110.0,909.0,30.0,175.0,43.4,11.4,383.0,6046.0,1050.0,5.8,21.0,8.0,368.0,387.0,589.0,4130.0,22.0,13.0,6.6,225.0,423.0,1916.0,19.0,4.5,109.0,100.0,1023.0,34.0,169.0,38.5,11.8,199.0,90.0,45.2,14.0,7.0,50.0,61.0,28.0,45.9,208.0,97.0,46.6,16.0,9.0,56.3,54.0,32.0,59.3
