,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
16,rai,434.0,6133.0,1036.0,5.9,26.0,16.0,359.0,369.0,551.0,4217.0,28.0,10.0,7.3,206.0,457.0,1916.0,20.0,4.2,121.0,98.0,856.0,32.0,169.0,47.9,14.8,478.0,6225.0,1039.0,6.0,15.0,5.0,381.0,370.0,580.0,4212.0,28.0,10.0,7.0,223.0,438.0,2013.0,24.0,4.6,114.0,95.0,915.0,44.0,167.0,50.3,8.4,198.0,91.0,46.0,21.0,16.0,76.2,59.0,32.0,54.2,205.0,100.0,48.8,17.0,14.0,82.4,68.0,42.0,61.8
17,sdg,384.0,6113.0,1127.0,5.4,16.0,6.0,373.0,413.0,627.0,4329.0,31.0,10.0,6.5,226.0,466.0,1784.0,12.0,3.8,111.0,85.0,710.0,36.0,175.0,38.3,8.6,426.0,5495.0,997.0,5.5,19.0,7.0,324.0,340.0,543.0,3578.0,29.0,12.0,6.3,186.0,427.0,1917.0,17.0,4.5,112.0,94.0,869.0,26.0,170.0,43.5,10.0,224.0,99.0,44.2,25.0,12.0,48.0,56.0,32.0,57.1,204.0,89.0,43.6,15.0,10.0,66.7,55.0,32.0,58.2
18,ram,372.0,6032.0,1088.0,5.5,25.0,11.0,352.0,392.0,590.0,4014.0,20.0,14.0,6.5,206.0,473.0,2018.0,19.0,4.3,123.0,71.0,655.0,23.0,184.0,34.2,12.5,296.0,4511.0,989.0,4.6,22.0,8.0,280.0,347.0,548.0,3051.0,17.0,14.0,5.1,170.0,388.0,1460.0,12.0,3.8,91.0,78.0,582.0,19.0,183.0,27.9,12.0,226.0,98.0,43.4,17.0,8.0,47.1,57.0,33.0,57.9,209.0,74.0,35.4,21.0,9.0,42.9,46.0,27.0,58.7
19,mia,404.0,5424.0,1021.0,5.3,20.0,7.0,345.0,370.0,559.0,3736.0,24.0,13.0,6.3,207.0,428.0,1688.0,15.0,3.9,100.0,74.0,635.0,38.0,181.0,41.4,11.0,338.0,5886.0,998.0,5.9,29.0,11.0,336.0,343.0,545.0,4024.0,21.0,18.0,6.9,193.0,412.0,1862.0,17.0,4.5,113.0,85.0,805.0,30.0,179.0,30.7,15.6,202.0,78.0,38.6,10.0,8.0,80.0,60.0,35.0,58.3,186.0,58.0,31.2,26.0,12.0,46.2,47.0,27.0,57.4
20,min,430.0,6292.0,1023.0,6.2,23.0,10.0,383.0,349.0,516.0,4009.0,35.0,13.0,7.2,212.0,468.0,2283.0,20.0,4.9,139.0,82.0,650.0,32.0,176.0,39.8,12.5,475.0,6292.0,1036.0,6.1,22.0,7.0,366.0,358.0,541.0,4141.0,30.0,15.0,7.3,208.0,472.0,2151.0,19.0,4.6,136.0,83.0,723.0,22.0,168.0,50.0,10.7,181.0,74.0,40.9,23.0,13.0,56.5,59.0,42.0,71.2,185.0,73.0,39.5,24.0,17.0,70.8,58.0,34.0,58.6
21,nwe,326.0,5236.0,979.0,5.3,19.0,5.0,332.0,283.0,440.0,2890.0,12.0,14.0,6.1,157.0,502.0,2346.0,20.0,4.7,143.0,62.0,534.0,32.0,157.0,36.9,12.1,353.0,5660.0,982.0,5.8,22.0,4.0,339.0,333.0,494.0,3557.0,22.0,18.0,6.9,187.0,464.0,2103.0,17.0,4.5,131.0,82.0,639.0,21.0,157.0,38.9,14.0,186.0,76.0,40.9,17.0,9.0,52.9,48.0,26.0,54.2,186.0,76.0,40.9,16.0,9.0,56.3,49.0,32.0,65.3
22,nor,482.0,6023.0,1045.0,5.8,17.0,9.0,367.0,370.0,522.0,3758.0,28.0,8.0,6.8,199.0,494.0,2265.0,30.0,4.6,147.0,98.0,1005.0,21.0,178.0,45.5,9.0,337.0,4974.0,992.0,5.0,26.0,8.0,320.0,333.0,557.0,3472.0,28.0,18.0,5.8,185.0,390.0,1502.0,11.0,3.9,85.0,64.0,517.0,50.0,176.0,34.7,13.1,208.0,93.0,44.7,16.0,11.0,68.8,68.0,49.0,72.1,207.0,79.0,38.2,30.0,16.0,53.3,50.0,34.0,68.0
23,nyg,280.0,4794.0,966.0,5.0,22.0,11.0,297.0,321.0,517.0,3026.0,12.0,11.0,5.3,178.0,399.0,1768.0,13.0,4.4,91.0,81.0,634.0,28.0,167.0,33.5,12.6,357.0,5589.0,1046.0,5.3,22.0,11.0,353.0,388.0,574.0,3807.0,22.0,11.0,6.2,215.0,432.0,1782.0,14.0,4.1,115.0,88.0,681.0,23.0,164.0,41.5,12.2,198.0,72.0,36.4,22.0,14.0,63.6,41.0,19.0,46.3,204.0,91.0,44.6,18.0,11.0,61.1,59.0,30.0,50.8
24,nyj,243.0,4479.0,948.0,4.7,19.0,5.0,269.0,292.0,499.0,2796.0,16.0,14.0,5.2,146.0,406.0,1683.0,9.0,4.1,94.0,101.0,952.0,29.0,175.0,26.3,10.9,457.0,6201.0,1081.0,5.7,19.0,9.0,381.0,418.0,605.0,4409.0,34.0,10.0,6.9,235.0,445.0,1792.0,16.0,4.0,100.0,99.0,899.0,46.0,177.0,44.6,10.7,206.0,70.0,34.0,18.0,7.0,38.9,38.0,16.0,42.1,202.0,90.0,44.6,12.0,5.0,41.7,60.0,36.0,60.0
25,phi,334.0,5354.0,1066.0,5.0,29.0,9.0,336.0,334.0,598.0,3327.0,22.0,20.0,5.0,177.0,403.0,2027.0,16.0,5.0,114.0,107.0,853.0,45.0,190.0,27.9,15.3,418.0,5810.0,1060.0,5.5,19.0,11.0,340.0,364.0,530.0,3798.0,27.0,8.0,6.6,209.0,481.0,2012.0,20.0,4.2,98.0,112.0,1036.0,33.0,196.0,37.8,9.2,220.0,82.0,37.3,35.0,15.0,42.9,46.0,28.0,60.9,211.0,80.0,37.9,18.0,7.0,38.9,51.0,33.0,64.7
26,pit,416.0,5354.0,1043.0,5.1,18.0,7.0,322.0,428.0,656.0,4003.0,35.0,11.0,6.0,206.0,373.0,1351.0,12.0,3.6,81.0,81.0,691.0,35.0,188.0,37.2,8.5,312.0,4893.0,996.0,4.9,27.0,9.0,281.0,298.0,526.0,3110.0,22.0,18.0,5.3,163.0,414.0,1783.0,13.0,4.3,94.0,103.0,980.0,24.0,188.0,29.3,13.8,230.0,97.0,42.2,19.0,10.0,52.6,52.0,33.0,63.5,222.0,83.0,37.4,20.0,5.0,25.0,45.0,25.0,55.6
27,sfo,376.0,5922.0,1046.0,5.7,31.0,14.0,350.0,371.0,570.0,4033.0,25.0,17.0,6.6,217.0,437.0,1889.0,19.0,4.3,101.0,85.0,731.0,32.0,182.0,36.3,14.8,390.0,5030.0,997.0,5.0,20.0,8.0,311.0,341.0,537.0,3327.0,25.0,12.0,5.9,176.0,430.0,1703.0,12.0,4.0,102.0,79.0,709.0,33.0,183.0,38.3,10.4,197.0,77.0,39.1,15.0,6.0,40.0,55.0,37.0,67.3,200.0,71.0,35.5,20.0,13.0,65.0,45.0,26.0,57.8
28,sea,459.0,5912.0,1022.0,5.8,18.0,5.0,356.0,388.0,563.0,3941.0,40.0,13.0,6.5,216.0,411.0,1971.0,15.0,4.8,111.0,84.0,662.0,29.0,178.0,44.4,10.1,371.0,6089.0,1112.0,5.5,22.0,8.0,376.0,450.0,674.0,4560.0,23.0,14.0,6.3,253.0,392.0,1529.0,18.0,3.9,97.0,94.0,803.0,26.0,175.0,40.0,12.0,189.0,76.0,40.2,14.0,8.0,57.1,56.0,41.0,73.2,223.0,105.0,47.1,23.0,10.0,43.5,56.0,35.0,62.5
29,tam,492.0,6145.0,1017.0,6.0,17.0,5.0,364.0,410.0,626.0,4626.0,42.0,12.0,7.1,238.0,369.0,1519.0,16.0,4.1,82.0,84.0,715.0,44.0,180.0,47.8,8.9,355.0,5234.0,1023.0,5.1,25.0,10.0,319.0,426.0,617.0,3945.0,29.0,15.0,5.9,215.0,358.0,1289.0,10.0,3.6,78.0,95.0,1015.0,26.0,178.0,33.7,14.0,191.0,83.0,43.5,14.0,8.0,57.1,61.0,42.0,68.9,205.0,82.0,40.0,25.0,14.0,56.0,51.0,32.0,62.7
30,oti,491.0,6343.0,1031.0,6.2,12.0,5.0,381.0,316.0,485.0,3653.0,33.0,7.0,7.2,203.0,521.0,2690.0,26.0,5.2,142.0,86.0,783.0,36.0,167.0,47.9,7.2,439.0,6372.0,1076.0,5.9,23.0,8.0,391.0,423.0,630.0,4439.0,36.0,15.0,6.8,247.0,427.0,1933.0,18.0,4.5,113.0,103.0,840.0,31.0,166.0,45.2,13.3,182.0,84.0,46.2,16.0,10.0,62.5,64.0,48.0,75.0,214.0,111.0,51.9,26.0,15.0,57.7,65.0,45.0,69.2
31,was,335.0,5076.0,1051.0,4.8,27.0,11.0,322.0,389.0,601.0,3465.0,16.0,16.0,5.3,184.0,400.0,1611.0,18.0,4.0,108.0,87.0,697.0,30.0,183.0,33.3,13.1,329.0,4873.0,1004.0,4.9,23.0,7.0,289.0,330.0,529.0,3068.0,21.0,16.0,5.3,161.0,428.0,1805.0,14.0,4.2,100.0,85.0,708.0,28.0,188.0,31.4,12.2,225.0,88.0,39.1,19.0,11.0,57.9,47.0,27.0,57.4,216.0,81.0,37.5,24.0,9.0,37.5,43.0,23.0,53.5
