,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
133,phi,crd,17,21,38,-4,-13.0
134,clt,jax,3,17,20,-14,3.0
135,tam,htx,9,37,46,-28,4.0
136,atl,nor,23,26,49,-3,-1.0
137,cle,ram,12,13,25,-1,-3.0
138,kan,den,10,17,27,-7,-3.5
139,mia,was,20,9,29,11,-4.0
140,car,oti,3,30,33,-27,-3.5
141,sea,rav,22,17,39,5,7.0
142,sfo,nyg,27,20,47,7,-4.0
143,chi,det,37,13,50,24,-3.0
144,nyj,nwe,16,37,53,-21,-2.5
145,gnb,min,45,7,52,38,-13.0
146,den,nyj,17,13,30,4,6.5
147,mia,buf,35,8,43,27,-3.0
148,det,car,49,35,84,14,-7.0
149,rav,cin,31,24,55,7,-7.0
150,cle,jax,14,10,24,4,-1.5
151,gnb,tam,35,26,61,9,-13.5
152,was,dal,24,27,51,-3,7.0
153,min,rai,21,27,48,-6,-2.0
154,sfo,crd,23,7,30,16,-10.0
155,ram,sea,7,24,31,-17,-3.0
156,atl,oti,23,17,40,6,-6.5
157,chi,sdg,31,20,51,11,-4.5
158,nyg,phi,10,17,27,-7,-6.0
159,nwe,kan,34,3,37,31,-17.0
160,det,gnb,15,27,42,-12,4.5
161,dal,mia,20,19,39,1,-7.0
162,rav,sfo,16,6,22,10,-3.5
163,ram,crd,20,23,43,-3,-2.5
164,atl,min,24,14,38,10,-10.0
165,nyj,buf,28,24,52,4,-9.5
166,cin,cle,23,20,43,3,-7.0
167,oti,tam,23,17,40,6,-3.0
168,clt,car,19,27,46,-8,3.5
169,jax,htx,13,20,33,-7,6.5
170,rai,chi,25,20,45,5,-3.0
171,sea,was,17,23,40,-6,-3.0
172,sdg,den,13,16,29,-3,-5.5
173,phi,nwe,20,38,58,-18,3.5
174,kan,pit,9,13,22,-4,10.5
175,nor,nyg,49,24,73,25,-7.0
176,sea,phi,31,14,45,17,3.0
177,buf,oti,17,23,40,-6,-1.0
178,tam,car,19,38,57,-19,2.5
179,pit,cin,35,7,42,28,-7.0
180,nwe,clt,31,24,55,7,-20.5
181,htx,atl,17,10,27,7,2.0
182,chi,kan,3,10,13,-7,-9.0
183,mia,rai,34,14,48,20,-3.0
184,was,nyj,19,34,53,-15,3.0
185,min,den,32,35,67,-3,-1.5
186,cle,rav,10,24,34,-14,7.0
187,crd,dal,19,13,32,6,4.5
188,nyg,gnb,35,38,73,-3,7.0
189,sfo,ram,26,0,26,26,-14.5
190,nor,det,31,17,48,14,-9.0
191,jax,sdg,14,38,52,-24,3.0
192,pit,cle,14,3,17,11,-14.0
193,cin,htx,19,20,39,-1,-3.0
194,rav,clt,24,10,34,14,-16.5
195,nyj,kan,37,10,47,27,-10.5
196,det,min,34,28,62,6,-10.0
197,jax,tam,41,14,55,27,3.0
198,mia,phi,10,26,36,-16,-3.0
199,oti,nor,17,22,39,-5,3.5
200,was,nwe,27,34,61,-7,7.5
201,car,atl,23,31,54,-8,3.0
202,den,chi,13,10,23,3,-3.5
203,crd,sfo,21,19,40,2,3.5
204,sdg,buf,37,10,47,27,-7.0
205,gnb,rai,46,16,62,30,-11.5
206,dal,nyg,34,37,71,-3,-4.5
207,sea,ram,30,13,43,17,-9.5
208,atl,jax,41,14,55,27,-13.5
209,tam,dal,15,31,46,-16,7.0
210,ram,cin,13,20,33,-7,7.0
211,buf,mia,23,30,53,-7,-1.5
212,nyg,was,10,23,33,-13,-6.0
213,htx,car,13,28,41,-15,-6.0
214,chi,sea,14,38,52,-24,-3.5
215,clt,oti,27,13,40,14,6.5
216,kan,gnb,19,14,33,5,11.5
217,min,nor,20,42,62,-22,7.5
218,rai,det,27,28,55,-1,1.5
219,crd,cle,20,17,37,3,-6.5
220,den,nwe,23,41,64,-18,7.5
221,phi,nyj,45,19,64,26,-3.0
222,sdg,rav,34,14,48,20,2.5
223,sfo,pit,20,3,23,17,-3.0
224,clt,htx,19,16,35,3,7.0
225,buf,den,40,14,54,26,3.0
226,cin,crd,23,16,39,7,-4.0
227,oti,jax,23,17,40,6,-8.5
228,nwe,mia,27,24,51,3,-7.5
229,pit,ram,27,0,27,27,-10.0
230,rav,cle,20,14,34,6,-11.0
231,kan,rai,13,16,29,-3,-3.0
232,nyj,nyg,14,29,43,-15,-3.0
233,car,tam,48,16,64,32,-7.5
234,was,min,26,33,59,-7,-6.0
235,det,sdg,38,10,48,28,1.0
236,dal,phi,7,20,27,-13,2.5
237,sea,sfo,17,19,36,-2,2.5
238,gnb,chi,35,21,56,14,-13.0
239,nor,atl,45,16,61,29,-7.0
240,ram,sfo,27,34,61,-7,12.5
241,nwe,buf,49,21,70,28,-10.0
242,gnb,det,45,41,86,4,6.5
243,htx,oti,22,23,45,-1,2.0
244,mia,nyj,19,17,36,2,-2.0
245,phi,was,34,10,44,24,-7.0
246,nor,car,45,17,62,28,-7.0
247,jax,clt,19,13,32,6,-3.0
248,min,chi,13,17,30,-4,-2.5
249,crd,sea,23,20,43,3,-2.5
250,rai,sdg,26,38,64,-12,-3.0
251,cin,rav,16,24,40,-8,2.5
252,cle,pit,9,13,22,-4,7.0
253,den,kan,3,7,10,-4,-2.0
254,atl,tam,45,24,69,21,-9.5
255,nyg,dal,31,14,45,17,-3.0
