,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
58,sdg,dal,30,21,51,9,1.5
59,den,phi,52,20,72,32,-11.5
60,rai,was,14,24,38,-10,4.0
61,atl,nwe,23,30,53,-7,-3.0
62,nor,mia,38,17,55,21,-7.5
63,cle,buf,37,24,61,13,-4.0
64,ram,jax,34,20,54,14,-11.0
65,chi,nor,18,26,44,-8,1.5
66,cin,nwe,13,6,19,7,1.0
67,gnb,det,22,9,31,13,-9.5
68,mia,rav,23,26,49,-3,-2.5
69,nyg,phi,21,36,57,-15,-1.5
70,clt,sea,34,28,62,6,3.0
71,oti,kan,17,26,43,-9,3.0
72,crd,car,22,6,28,16,3.0
73,dal,den,48,51,99,-3,9.0
74,sfo,htx,34,3,37,31,-4.5
75,rai,sdg,27,17,44,10,5.0
76,atl,nyj,28,30,58,-2,-10.5
77,chi,nyg,27,21,48,6,-8.5
78,rav,gnb,17,19,36,-2,2.0
79,buf,cin,24,27,51,-3,6.0
80,cle,det,17,31,48,-14,2.5
81,kan,rai,24,7,31,17,-7.5
82,htx,ram,13,38,51,-25,-9.0
83,nyj,pit,6,19,25,-13,1.5
84,tam,phi,20,31,51,-11,3.0
85,min,car,10,35,45,-25,-2.5
86,den,jax,35,19,54,16,-26.5
87,sea,oti,20,13,33,7,-11.5
88,sfo,crd,32,20,52,12,-10.5
89,nwe,nor,30,27,57,3,-2.5
90,dal,was,31,16,47,15,-5.5
91,sdg,clt,19,9,28,10,0.0
92,crd,sea,22,34,56,-12,4.5
93,atl,tam,31,23,54,8,-6.5
94,mia,buf,21,23,44,-2,-6.5
95,det,cin,24,27,51,-3,-1.5
96,phi,dal,3,17,20,-14,-2.5
97,jax,sdg,6,24,30,-18,7.0
98,car,ram,30,15,45,15,-7.0
99,nyj,nwe,30,27,57,3,3.0
100,was,chi,45,41,86,4,1.0
101,oti,sfo,17,31,48,-14,3.0
102,pit,rav,19,16,35,3,-2.5
103,gnb,cle,31,13,44,18,-9.5
104,kan,htx,17,16,33,1,-6.0
105,clt,den,39,33,72,6,6.0
106,nyg,min,23,7,30,16,-3.5
107,tam,car,13,31,44,-18,6.5
108,nwe,mia,27,17,44,10,-5.5
109,nor,buf,35,17,52,18,-10.5
110,kan,cle,23,17,40,6,-7.0
111,phi,nyg,7,15,22,-8,-5.5
112,det,dal,31,30,61,1,-3.0
113,jax,sfo,10,42,52,-32,14.5
114,rai,pit,21,18,39,3,2.5
115,cin,nyj,49,9,58,40,-4.5
116,crd,atl,27,13,40,14,-3.0
117,den,was,45,21,66,24,-11.0
118,min,gnb,31,44,75,-13,7.5
119,ram,sea,9,14,23,-5,13.0
120,mia,cin,22,20,42,2,3.0
121,ram,oti,21,28,49,-7,3.0
122,buf,kan,13,23,36,-10,4.5
123,car,atl,34,10,44,24,-8.0
124,was,sdg,30,24,54,6,0.0
125,dal,min,27,23,50,4,-8.5
126,nyj,nor,26,20,46,6,5.5
127,rai,phi,20,49,69,-29,-1.0
128,sea,tam,27,24,51,3,-14.5
129,cle,rav,24,18,42,6,1.0
130,nwe,pit,55,31,86,24,-5.5
131,htx,clt,24,27,51,-3,1.0
132,gnb,chi,20,27,47,-7,-9.5
133,min,was,34,27,61,7,1.0
134,gnb,phi,13,27,40,-14,1.0
135,oti,jax,27,29,56,-2,-11.5
136,pit,buf,23,10,33,13,-2.5
137,rav,cin,20,17,37,3,-2.0
138,atl,sea,10,33,43,-23,3.0
139,chi,det,19,21,40,-2,1.5
140,clt,ram,8,38,46,-30,-7.0
141,nyg,rai,24,20,44,4,-7.0
142,sfo,car,9,10,19,-1,-5.5
143,crd,htx,27,24,51,3,-3.5
144,sdg,den,20,28,48,-8,7.0
145,nor,dal,49,17,66,32,-5.5
146,tam,mia,22,19,41,3,2.5
147,oti,clt,27,30,57,-3,3.0
148,chi,rav,23,20,43,3,-3.5
149,pit,det,37,27,64,10,3.0
150,buf,nyj,37,14,51,23,2.0
151,cin,cle,41,20,61,21,-4.5
152,phi,was,24,16,40,8,-4.0
153,tam,atl,41,28,69,13,-2.0
154,htx,rai,23,28,51,-5,-10.5
155,jax,crd,14,27,41,-13,9.0
156,mia,sdg,20,16,36,4,3.0
157,nyg,gnb,27,13,40,14,-3.0
158,nor,sfo,23,20,43,3,-3.5
159,sea,min,41,20,61,21,-13.0
160,den,kan,27,17,44,10,-7.5
161,car,nwe,24,20,44,4,-3.0
162,atl,nor,13,17,30,-4,7.0
163,ram,chi,42,21,63,21,-1.5
164,gnb,min,26,26,52,0,-5.5
165,htx,jax,6,13,19,-7,2.0
166,rav,nyj,19,3,22,16,-3.5
167,mia,car,16,20,36,-4,4.0
168,cle,pit,11,27,38,-16,-2.0
169,det,tam,21,24,45,-3,-7.0
170,kan,sdg,38,41,79,-3,-3.0
171,crd,clt,40,11,51,29,-3.0
172,rai,oti,19,23,42,-4,2.0
173,nyg,dal,21,24,45,-3,-2.5
174,nwe,den,34,31,65,3,2.5
175,was,sfo,6,27,33,-21,5.0
176,det,gnb,40,10,50,30,-6.0
177,dal,rai,31,24,55,7,-8.0
178,rav,pit,22,20,42,2,-3.0
179,cle,jax,28,32,60,-4,-7.5
180,clt,oti,22,14,36,8,-3.5
181,phi,crd,24,21,45,3,-3.5
182,htx,nwe,31,34,65,-3,6.5
183,nyj,mia,3,23,26,-20,-2.0
184,car,tam,27,6,33,21,-6.5
185,min,chi,23,20,43,3,-1.0
186,buf,atl,31,34,65,-3,-4.5
187,sfo,ram,23,13,36,10,-7.5
188,sdg,cin,10,17,27,-7,1.5
189,kan,den,28,35,63,-7,6.0
190,was,nyg,17,24,41,-7,-1.0
191,sea,nor,34,7,41,27,-5.0
192,jax,htx,27,20,47,7,3.5
193,gnb,atl,22,21,43,1,-3.5
194,tam,buf,27,6,33,21,-2.5
195,cin,clt,42,28,70,14,-7.0
196,nwe,cle,27,26,53,1,-9.5
197,phi,det,34,20,54,14,-2.0
198,pit,mia,28,34,62,-6,-3.0
199,nyj,rai,37,27,64,10,-3.0
200,was,kan,10,45,55,-35,3.0
201,rav,min,29,26,55,3,-6.0
202,den,oti,51,28,79,23,-13.5
203,crd,ram,30,10,40,20,-4.5
204,sdg,nyg,37,14,51,23,-4.0
205,sfo,sea,19,17,36,2,-2.0
206,nor,car,31,13,44,18,-3.0
207,chi,dal,45,28,73,17,-1.5
208,den,sdg,20,27,47,-7,-9.5
209,jax,buf,20,27,47,-7,4.0
210,clt,htx,25,3,28,22,-6.0
211,mia,nwe,24,20,44,4,-2.5
212,min,phi,48,30,78,18,7.0
213,tam,sfo,14,33,47,-19,4.5
214,atl,was,27,26,53,1,-5.5
215,cle,chi,31,38,69,-7,-1.0
216,nyg,sea,0,23,23,-23,9.5
217,car,nyj,30,20,50,10,-10.0
218,rai,kan,31,56,87,-25,6.0
219,dal,gnb,36,37,73,-1,-4.0
220,ram,nor,27,16,43,11,7.0
221,oti,crd,34,37,71,-3,3.0
222,pit,cin,30,20,50,10,1.5
223,det,rav,16,18,34,-2,-5.5
224,ram,tam,23,13,36,10,-3.5
225,buf,mia,19,0,19,19,1.5
226,cin,min,42,14,56,28,-7.5
227,nyj,cle,24,13,37,11,-1.5
228,kan,clt,7,23,30,-16,-7.0
229,htx,den,13,37,50,-24,9.5
230,jax,oti,16,20,36,-4,4.0
231,was,dal,23,24,47,-1,2.5
232,car,nor,17,13,30,4,-3.0
233,det,nyg,20,23,43,-3,-9.0
234,sea,crd,10,17,27,-7,-9.0
235,gnb,pit,31,38,69,-7,-2.0
236,rav,nwe,7,41,48,-34,-1.5
237,sdg,rai,26,13,39,13,-9.0
238,phi,chi,54,11,65,43,-3.0
239,sfo,atl,34,24,58,10,-14.5
240,cin,rav,34,17,51,17,-7.0
241,pit,cle,20,7,27,13,-9.5
242,clt,jax,30,10,40,20,-11.5
243,oti,htx,16,10,26,6,-6.5
244,mia,nyj,7,20,27,-13,-7.0
245,nyg,was,20,6,26,14,-3.5
246,atl,car,20,21,41,-1,5.5
247,min,det,14,13,27,1,2.5
248,nwe,buf,34,20,54,14,-7.0
249,chi,gnb,28,33,61,-5,3.0
250,crd,sfo,20,23,43,-3,-3.0
251,rai,den,14,34,48,-20,10.0
252,nor,tam,42,17,59,25,-10.5
253,sdg,kan,27,24,51,3,-14.5
254,sea,ram,27,9,36,18,-12.5
255,dal,phi,22,24,46,-2,7.0
