,home_team,away_team,ht_score,at_score,total_points,ht_pts_diff,ht_vegas_line
173,nwe,dal,13,9,22,4,-5.5
174,sfo,gnb,37,8,45,29,-3.0
175,ram,rav,6,45,51,-39,3.5
176,det,chi,20,24,44,-4,5.5
177,dal,buf,15,26,41,-11,-6.5
178,atl,nor,18,26,44,-8,7.0
179,car,was,21,29,50,-8,-10.5
180,cin,nyj,22,6,28,16,2.5
181,pit,cle,20,13,33,7,1.0
182,clt,oti,17,31,48,-14,1.0
183,nyg,gnb,13,31,44,-18,6.5
184,jax,tam,11,28,39,-17,3.0
185,mia,phi,37,31,68,6,10.5
186,rav,sfo,20,17,37,3,-5.5
187,crd,ram,7,34,41,-27,2.5
188,den,sdg,23,20,43,3,4.5
189,kan,rai,40,9,49,31,-11.5
190,htx,nwe,28,22,50,6,3.5
191,sea,min,37,30,67,7,-2.5
192,chi,dal,31,24,55,7,3.0
193,atl,car,40,20,60,20,-3.5
194,buf,rav,17,24,41,-7,6.5
195,cle,cin,27,19,46,8,-6.5
196,tam,clt,38,35,73,3,-3.0
197,htx,den,24,38,62,-14,-8.0
198,min,det,20,7,27,13,-12.0
199,gnb,was,20,15,35,5,-13.0
200,nyj,mia,22,21,43,1,-5.0
201,nor,sfo,46,48,94,-2,-1.0
202,jax,sdg,10,45,55,-35,3.5
203,crd,pit,17,23,40,-6,2.5
204,nwe,kan,16,23,39,-7,-3.0
205,rai,oti,21,42,63,-21,3.0
206,ram,sea,28,12,40,16,-1.0
207,phi,nyg,23,17,40,6,-9.5
208,rav,nyj,42,21,63,21,-17.0
209,car,sea,24,30,54,-6,6.0
210,gnb,chi,21,13,34,8,-4.0
211,cin,nwe,13,34,47,-21,10.5
212,kan,den,23,3,26,20,-10.0
213,det,tam,17,38,55,-21,5.5
214,oti,htx,21,24,45,-3,-3.0
215,nyg,mia,36,20,56,16,-3.5
216,was,phi,27,37,64,-10,7.0
217,crd,cle,38,24,62,14,3.0
218,rai,jax,16,20,36,-4,-7.0
219,sdg,min,10,39,49,-29,1.0
220,sfo,atl,22,29,51,-7,-10.5
221,dal,ram,44,21,65,23,1.0
222,pit,buf,10,17,27,-7,-1.0
223,nor,clt,34,7,41,27,-8.0
224,tam,htx,20,23,43,-3,3.0
225,nwe,buf,24,17,41,7,-7.0
226,sfo,ram,34,31,65,3,-7.0
227,atl,jax,24,12,36,12,-7.5
228,clt,car,38,6,44,32,-7.5
229,mia,cin,38,35,73,3,1.5
230,cle,rav,15,31,46,-16,9.5
231,oti,nor,28,38,66,-10,3.5
232,was,nyg,35,41,76,-6,1.0
233,nyj,pit,16,10,26,6,3.0
234,den,det,27,17,44,10,-9.5
235,sdg,rai,17,24,41,-7,-7.5
236,sea,crd,13,27,40,-14,-8.0
237,phi,dal,17,9,26,8,2.0
238,chi,kan,3,26,29,-23,6.5
239,min,gnb,10,23,33,-13,-4.0
240,tam,atl,22,28,50,-6,-1.0
241,buf,nyj,6,13,19,-7,1.5
242,car,nor,10,42,52,-32,13.5
243,min,chi,19,21,40,-2,5.0
244,cin,cle,33,23,56,10,2.5
245,det,gnb,20,23,43,-3,13.5
246,kan,sdg,31,21,52,10,-10.0
247,nwe,mia,24,27,51,-3,-17.5
248,jax,clt,38,20,58,18,5.0
249,ram,crd,31,24,55,7,-7.0
250,dal,was,47,16,63,31,-12.5
251,den,rai,16,15,31,1,-5.5
252,htx,oti,14,35,49,-21,10.0
253,nyg,phi,17,34,51,-17,4.0
254,rav,pit,28,10,38,18,2.0
255,sea,sfo,21,26,47,-5,3.5
