,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,321.0,5452.0,1045.0,5.2,20.0,8.0,310.0,365.0,604.0,4030.0,22.0,12.0,6.2,210.0,396.0,1422.0,11.0,3.6,72.0,118.0,989.0,28.0,179.0,32.4,9.5,282.0,4815.0,984.0,4.9,27.0,7.0,310.0,383.0,592.0,3706.0,23.0,20.0,5.8,209.0,350.0,1109.0,8.0,3.2,59.0,99.0,849.0,42.0,182.0,26.9,14.3,223.0,86.0,38.6,20.0,10.0,50.0,47.0,25.0,53.2,207.0,77.0,37.2,15.0,6.0,40.0,49.0,26.0,53.1
11,gnb,486.0,6178.0,1001.0,6.2,13.0,7.0,356.0,349.0,536.0,4261.0,38.0,6.0,7.5,222.0,435.0,1917.0,14.0,4.4,104.0,92.0,775.0,30.0,169.0,46.7,7.1,348.0,5542.0,1054.0,5.3,27.0,9.0,339.0,333.0,564.0,3623.0,26.0,18.0,6.0,196.0,449.0,1919.0,11.0,4.3,116.0,104.0,945.0,27.0,175.0,33.1,14.9,197.0,93.0,47.2,10.0,4.0,40.0,64.0,37.0,57.8,206.0,83.0,40.3,28.0,15.0,53.6,48.0,27.0,56.3
12,htx,372.0,5513.0,1062.0,5.2,22.0,9.0,313.0,295.0,485.0,3352.0,22.0,13.0,6.6,171.0,551.0,2161.0,12.0,3.9,108.0,94.0,834.0,34.0,194.0,33.0,11.3,307.0,5571.0,1077.0,5.2,34.0,14.0,329.0,363.0,619.0,3890.0,28.0,20.0,5.9,206.0,420.0,1681.0,6.0,4.0,89.0,99.0,786.0,34.0,199.0,26.6,16.1,235.0,91.0,38.7,17.0,10.0,58.8,48.0,26.0,54.2,218.0,74.0,33.9,17.0,6.0,35.3,46.0,22.0,47.8
13,clt,458.0,6506.0,1105.0,5.9,31.0,15.0,371.0,410.0,661.0,4894.0,42.0,16.0,7.1,251.0,415.0,1612.0,9.0,3.9,80.0,105.0,848.0,40.0,205.0,39.5,14.6,369.0,5483.0,1007.0,5.4,26.0,14.0,309.0,320.0,543.0,3669.0,27.0,12.0,6.3,175.0,423.0,1814.0,14.0,4.3,103.0,101.0,866.0,31.0,199.0,28.1,12.6,217.0,89.0,41.0,15.0,6.0,40.0,60.0,33.0,55.0,201.0,67.0,33.3,17.0,4.0,23.5,50.0,33.0,66.0
14,jax,249.0,4634.0,988.0,4.7,26.0,8.0,271.0,325.0,557.0,3001.0,15.0,18.0,4.8,154.0,360.0,1633.0,9.0,4.5,86.0,73.0,573.0,31.0,195.0,22.6,12.8,412.0,5932.0,1085.0,5.5,20.0,14.0,330.0,355.0,541.0,3899.0,24.0,6.0,6.7,200.0,499.0,2033.0,15.0,4.1,107.0,115.0,886.0,23.0,193.0,36.3,9.8,216.0,69.0,31.9,19.0,7.0,36.8,32.0,13.0,40.6,236.0,101.0,42.8,10.0,4.0,40.0,56.0,27.0,48.2
15,kan,353.0,5100.0,962.0,5.3,17.0,11.0,309.0,320.0,493.0,3182.0,18.0,6.0,5.9,184.0,420.0,1918.0,18.0,4.6,92.0,88.0,681.0,33.0,173.0,35.8,9.2,281.0,5288.0,1024.0,5.2,14.0,8.0,310.0,318.0,545.0,3252.0,22.0,6.0,5.5,184.0,433.0,2036.0,4.0,4.7,108.0,107.0,851.0,18.0,178.0,32.6,6.7,201.0,80.0,39.8,12.0,5.0,41.7,48.0,28.0,58.3,216.0,79.0,36.6,21.0,8.0,38.1,54.0,21.0,38.9
16,rai,253.0,4515.0,994.0,4.5,29.0,13.0,248.0,365.0,629.0,3275.0,22.0,16.0,5.0,173.0,337.0,1240.0,4.0,3.7,56.0,116.0,939.0,19.0,198.0,22.7,13.6,452.0,5721.0,1041.0,5.5,14.0,5.0,320.0,343.0,538.0,3810.0,29.0,9.0,6.8,190.0,481.0,1911.0,17.0,4.0,95.0,116.0,941.0,35.0,197.0,39.6,6.6,236.0,80.0,33.9,15.0,9.0,60.0,29.0,21.0,72.4,221.0,85.0,38.5,9.0,4.0,44.4,57.0,30.0,52.6
17,sdg,348.0,5465.0,1009.0,5.4,23.0,5.0,326.0,380.0,574.0,4098.0,31.0,18.0,6.7,214.0,398.0,1367.0,6.0,3.4,75.0,111.0,967.0,37.0,174.0,33.9,12.6,348.0,5413.0,988.0,5.5,18.0,11.0,307.0,320.0,524.0,3427.0,24.0,7.0,6.2,168.0,438.0,1986.0,11.0,4.5,98.0,129.0,1067.0,41.0,179.0,35.8,9.5,215.0,97.0,45.1,11.0,5.0,45.5,48.0,26.0,54.2,207.0,89.0,43.0,10.0,2.0,20.0,52.0,27.0,51.9
18,ram,324.0,5035.0,957.0,5.3,27.0,11.0,288.0,327.0,515.0,3400.0,20.0,16.0,6.0,189.0,395.0,1635.0,11.0,4.1,79.0,123.0,1139.0,20.0,186.0,29.6,14.0,354.0,5626.0,1005.0,5.6,25.0,12.0,301.0,368.0,540.0,3861.0,18.0,13.0,6.7,189.0,425.0,1765.0,12.0,4.2,83.0,105.0,882.0,29.0,182.0,30.2,13.2,192.0,68.0,35.4,10.0,4.0,40.0,44.0,22.0,50.0,213.0,82.0,38.5,10.0,0.0,0.0,39.0,18.0,46.2
19,mia,388.0,5601.0,1040.0,5.4,23.0,11.0,361.0,394.0,595.0,3729.0,27.0,12.0,5.8,226.0,399.0,1872.0,12.0,4.7,99.0,81.0,635.0,36.0,181.0,37.6,10.5,373.0,5494.0,1029.0,5.3,25.0,11.0,309.0,338.0,537.0,3557.0,27.0,14.0,6.2,194.0,453.0,1937.0,13.0,4.3,99.0,105.0,920.0,16.0,180.0,36.7,13.3,200.0,80.0,40.0,19.0,7.0,36.8,68.0,35.0,51.5,223.0,98.0,43.9,22.0,13.0,59.1,55.0,29.0,52.7
20,min,325.0,5048.0,981.0,5.1,20.0,2.0,288.0,322.0,517.0,3244.0,17.0,18.0,5.7,171.0,413.0,1804.0,12.0,4.4,90.0,100.0,836.0,27.0,176.0,31.8,10.8,343.0,5515.0,1025.0,5.4,19.0,6.0,321.0,353.0,534.0,3572.0,26.0,13.0,6.2,189.0,450.0,1943.0,10.0,4.3,100.0,112.0,938.0,32.0,179.0,34.1,10.1,211.0,82.0,38.9,12.0,6.0,50.0,39.0,21.0,53.8,217.0,90.0,41.5,14.0,9.0,64.3,48.0,26.0,54.2
21,nwe,468.0,5848.0,1073.0,5.5,13.0,4.0,361.0,392.0,609.0,4121.0,34.0,9.0,6.5,228.0,438.0,1727.0,13.0,3.9,96.0,120.0,1080.0,37.0,181.0,45.3,7.2,313.0,5506.0,1033.0,5.3,25.0,9.0,329.0,342.0,574.0,3837.0,24.0,16.0,6.2,196.0,419.0,1669.0,6.0,4.0,88.0,92.0,752.0,45.0,182.0,32.4,13.2,221.0,98.0,44.3,13.0,7.0,53.8,67.0,39.0,58.2,209.0,84.0,40.2,23.0,8.0,34.8,46.0,22.0,47.8
22,nor,401.0,6582.0,1095.0,6.0,30.0,13.0,395.0,456.0,659.0,4764.0,33.0,17.0,6.9,258.0,406.0,1818.0,16.0,4.5,101.0,80.0,670.0,36.0,174.0,39.1,16.7,424.0,6144.0,1022.0,6.0,17.0,5.0,345.0,341.0,546.0,4019.0,26.0,12.0,6.9,205.0,442.0,2125.0,17.0,4.8,111.0,105.0,889.0,29.0,171.0,43.3,9.9,203.0,98.0,48.3,15.0,8.0,53.3,65.0,39.0,60.0,215.0,99.0,46.0,8.0,4.0,50.0,51.0,32.0,62.7
23,nyg,380.0,5875.0,1086.0,5.4,28.0,14.0,336.0,383.0,607.0,4272.0,30.0,14.0,6.7,218.0,449.0,1603.0,13.0,3.6,83.0,101.0,896.0,35.0,193.0,34.7,12.4,400.0,6012.0,1007.0,6.0,26.0,9.0,326.0,324.0,522.0,3850.0,25.0,17.0,6.8,187.0,438.0,2162.0,15.0,4.9,112.0,105.0,948.0,27.0,195.0,35.4,12.8,235.0,101.0,43.0,16.0,5.0,31.3,61.0,36.0,59.0,200.0,72.0,36.0,10.0,4.0,40.0,51.0,25.0,49.0
24,nyj,283.0,5226.0,1052.0,5.0,24.0,9.0,289.0,287.0,498.0,2946.0,16.0,15.0,5.4,154.0,507.0,2280.0,11.0,4.5,112.0,109.0,932.0,23.0,186.0,31.7,11.8,401.0,5235.0,976.0,5.4,13.0,7.0,300.0,345.0,538.0,3746.0,31.0,6.0,6.4,194.0,393.0,1489.0,10.0,3.8,74.0,91.0,780.0,32.0,183.0,37.2,5.5,234.0,91.0,38.9,16.0,9.0,56.3,47.0,17.0,36.2,219.0,99.0,45.2,4.0,0.0,0.0,49.0,29.0,59.2
25,phi,474.0,6348.0,1127.0,5.6,36.0,15.0,356.0,384.0,621.0,4356.0,27.0,21.0,6.7,218.0,474.0,1992.0,16.0,4.2,109.0,115.0,995.0,29.0,203.0,36.9,17.2,400.0,6009.0,1113.0,5.4,28.0,16.0,338.0,345.0,591.0,4238.0,30.0,12.0,6.6,211.0,473.0,1771.0,14.0,3.7,88.0,121.0,1089.0,39.0,212.0,31.1,12.7,237.0,103.0,43.5,11.0,7.0,63.6,59.0,29.0,49.2,232.0,88.0,37.9,12.0,3.0,25.0,43.0,25.0,58.1
26,pit,436.0,6577.0,1068.0,6.2,21.0,11.0,379.0,411.0,612.0,4825.0,33.0,10.0,7.5,243.0,423.0,1752.0,10.0,4.1,98.0,103.0,834.0,38.0,174.0,41.4,11.5,368.0,5654.0,944.0,6.0,21.0,10.0,314.0,350.0,543.0,4049.0,30.0,11.0,7.0,193.0,368.0,1605.0,9.0,4.4,88.0,97.0,835.0,33.0,174.0,39.7,11.5,208.0,93.0,44.7,10.0,5.0,50.0,55.0,29.0,52.7,189.0,71.0,37.6,14.0,10.0,71.4,50.0,27.0,54.0
27,sfo,306.0,5239.0,1009.0,5.2,22.0,12.0,303.0,292.0,487.0,3063.0,20.0,10.0,5.7,165.0,470.0,2176.0,10.0,4.6,104.0,116.0,937.0,34.0,178.0,30.9,11.8,340.0,5143.0,989.0,5.2,29.0,6.0,308.0,324.0,551.0,3531.0,29.0,23.0,6.0,188.0,402.0,1612.0,7.0,4.0,83.0,122.0,909.0,37.0,175.0,32.0,16.6,213.0,86.0,40.4,18.0,10.0,55.6,44.0,19.0,43.2,203.0,88.0,43.3,14.0,7.0,50.0,44.0,27.0,61.4
28,sea,394.0,6012.0,1021.0,5.9,14.0,7.0,328.0,287.0,454.0,3250.0,20.0,7.0,6.6,160.0,525.0,2762.0,20.0,5.3,144.0,130.0,1009.0,24.0,175.0,40.6,6.9,254.0,4274.0,924.0,4.6,24.0,11.0,277.0,313.0,507.0,2970.0,17.0,13.0,5.5,175.0,380.0,1304.0,8.0,3.4,70.0,70.0,613.0,32.0,171.0,26.9,12.3,212.0,90.0,42.5,11.0,3.0,27.3,60.0,31.0,51.7,202.0,75.0,37.1,14.0,8.0,57.1,37.0,22.0,59.5
29,tam,277.0,4672.0,936.0,5.0,33.0,13.0,263.0,301.0,531.0,3297.0,21.0,20.0,5.7,162.0,353.0,1375.0,7.0,3.9,72.0,118.0,939.0,29.0,180.0,26.7,17.2,410.0,5903.0,1067.0,5.5,25.0,11.0,353.0,387.0,563.0,4084.0,28.0,14.0,6.8,223.0,468.0,1819.0,15.0,3.9,103.0,106.0,935.0,27.0,185.0,38.9,13.0,203.0,76.0,37.4,12.0,4.0,33.3,39.0,21.0,53.8,213.0,93.0,43.7,9.0,5.0,55.6,52.0,32.0,61.5
30,oti,254.0,4859.0,919.0,5.3,26.0,10.0,258.0,299.0,513.0,3412.0,20.0,16.0,6.1,159.0,356.0,1447.0,6.0,4.1,75.0,111.0,961.0,24.0,191.0,23.6,12.6,438.0,5968.0,1099.0,5.4,16.0,4.0,357.0,347.0,545.0,3773.0,28.0,12.0,6.5,211.0,515.0,2195.0,17.0,4.3,119.0,93.0,731.0,27.0,191.0,40.8,8.4,196.0,59.0,30.1,17.0,6.0,35.3,39.0,19.0,48.7,227.0,94.0,41.4,11.0,5.0,45.5,63.0,37.0,58.7
31,was,301.0,5738.0,1006.0,5.7,31.0,13.0,318.0,364.0,547.0,4047.0,18.0,18.0,6.7,186.0,401.0,1691.0,15.0,4.2,88.0,120.0,1130.0,44.0,192.0,29.7,15.6,438.0,5712.0,976.0,5.9,19.0,12.0,307.0,345.0,519.0,3990.0,35.0,7.0,7.2,195.0,421.0,1722.0,11.0,4.1,77.0,144.0,1164.0,35.0,182.0,37.4,8.8,197.0,62.0,31.5,16.0,4.0,25.0,48.0,23.0,47.9,207.0,89.0,43.0,9.0,5.0,55.6,48.0,25.0,52.1
