,home_team,away_team,ht_pts_diff,ht_vegas_line
123,atl,den,7,-4.5
124,buf,sea,10,3.0
125,kan,car,2,-10.0
126,oti,chi,7,-6.5
127,was,nyg,-3,-3.0
128,sdg,rai,-5,1.0
129,crd,mia,-3,-6.0
130,dal,pit,-5,14.0
131,tam,nor,-35,-3.0
132,nyj,nwe,-3,9.0
133,oti,clt,-17,1.0
134,cle,htx,3,-4.5
135,det,was,3,-2.5
136,gnb,jax,4,-13.5
137,car,tam,-23,6.0
138,nyg,phi,10,5.0
139,rai,den,25,-3.5
140,mia,sdg,8,-1.5
141,crd,buf,2,-3.0
142,pit,cin,26,-6.5
143,nor,sfo,14,-9.5
144,ram,sea,7,-3.0
145,nwe,rav,6,7.0
146,chi,min,-6,3.5
147,sea,crd,7,-3.0
148,nor,atl,15,-3.5
149,was,cin,11,-2.0
150,cle,phi,5,-2.5
151,htx,nwe,7,2.5
152,jax,pit,-24,11.0
153,rav,oti,-6,-6.0
154,car,det,20,3.0
155,den,mia,7,4.0
156,sdg,nyj,6,-10.0
157,clt,gnb,3,-1.5
158,min,dal,-3,-7.0
159,rai,kan,-4,7.5
160,tam,ram,-3,-4.0
161,det,htx,-16,3.0
162,dal,was,-25,-2.5
163,atl,rai,37,3.5
164,buf,sdg,10,-4.5
165,cin,nyg,-2,6.5
166,jax,cle,-2,7.5
167,clt,oti,-19,-3.0
168,nwe,crd,3,1.0
169,nyj,mia,-17,7.5
170,min,car,1,-3.0
171,den,nor,-28,17.0
172,ram,sfo,-3,-5.0
173,tam,kan,-3,3.5
174,gnb,chi,16,-7.5
175,phi,sea,-6,6.5
176,pit,rav,5,-10.0
177,atl,nor,-5,2.5
178,chi,det,-4,-3.0
179,mia,cin,12,-10.5
180,oti,cle,-6,-4.0
181,htx,clt,-6,3.5
182,min,jax,3,-10.5
183,nyj,rai,-3,7.5
184,crd,ram,-10,2.5
185,sea,nyg,-5,-11.0
186,gnb,phi,14,-8.0
187,sdg,nwe,-45,-2.0
188,kan,den,6,-13.0
189,pit,was,-6,-6.5
190,sfo,buf,-10,-1.5
191,rav,dal,17,-8.0
192,ram,nwe,21,-5.0
193,car,den,-5,-4.0
194,chi,htx,29,1.0
195,cin,dal,-23,3.0
196,nyg,crd,-19,3.0
197,jax,oti,-21,7.5
198,mia,kan,-6,7.5
199,tam,min,12,-7.0
200,rai,clt,-17,2.5
201,sea,nyj,37,-16.5
202,sdg,atl,3,-1.0
203,det,gnb,-7,9.5
204,phi,nor,3,7.5
205,sfo,was,-8,-3.0
206,buf,pit,11,-2.0
207,cle,rav,-5,3.0
208,rai,sdg,-3,-3.5
209,den,buf,-29,5.5
210,gnb,car,8,-8.0
211,atl,tam,-4,6.0
212,min,chi,-6,-2.5
213,clt,htx,7,-7.5
214,dal,sfo,8,4.0
215,oti,det,21,-9.5
216,rav,jax,26,-13.0
217,mia,nwe,10,1.5
218,was,sea,-5,6.0
219,crd,phi,7,-6.5
220,ram,nyj,-3,-17.5
221,nor,kan,-3,2.5
222,nyg,cle,-14,6.0
223,cin,pit,10,14.5
224,nor,min,19,-6.5
225,det,tam,-40,9.5
226,crd,sfo,-8,-5.0
227,rai,mia,-1,3.0
228,kan,atl,3,-11.0
229,jax,chi,-24,9.5
230,htx,cin,-6,-7.5
231,nyj,cle,7,6.5
232,pit,clt,4,1.0
233,rav,nyg,14,-10.0
234,was,car,-7,1.0
235,sdg,den,3,-2.5
236,dal,phi,20,3.0
237,sea,ram,11,-1.5
238,gnb,oti,26,-3.0
239,nwe,buf,-29,7.0
240,tam,atl,17,-7.5
241,buf,mia,30,3.5
242,cin,rav,-35,13.5
243,cle,pit,2,-10.5
244,nyg,dal,4,1.5
245,det,min,-2,3.0
246,nwe,nyj,14,-3.0
247,car,nor,-26,6.0
248,chi,gnb,-19,4.5
249,clt,jax,14,-15.5
250,ram,crd,11,-1.0
251,den,rai,-1,2.5
252,htx,oti,-3,7.0
253,kan,sdg,-17,7.0
254,sfo,sea,-3,7.0
255,phi,was,-6,6.5
