,home_team,away_team,ht_pts_diff,ht_vegas_line
89,ram,car,14,-10.0
90,sea,crd,10,2.5
91,kan,buf,-4,2.5
92,phi,dal,9,-6.5
93,sdg,den,3,-4.5
94,crd,nor,8,-2.5
95,cin,atl,18,-6.5
96,car,tam,18,13.0
97,rav,cle,3,-6.5
98,oti,clt,9,-2.5
99,dal,det,18,-6.5
100,was,gnb,2,4.5
101,jax,nyg,-6,-3.0
102,rai,htx,18,-7.0
103,den,nyj,-7,1.5
104,sfo,kan,-21,1.0
105,sdg,sea,-14,-4.5
106,mia,pit,6,-7.5
107,nwe,chi,-19,-8.5
108,tam,rav,-5,-1.5
109,jax,den,-4,-2.0
110,det,mia,-4,3.5
111,phi,pit,22,-10.5
112,atl,car,3,-4.0
113,dal,chi,20,-10.0
114,min,crd,8,-3.5
115,nor,rai,24,1.5
116,nyj,nwe,-5,2.5
117,htx,oti,-7,3.5
118,ram,sfo,-17,-2.5
119,clt,was,-1,-3.0
120,sea,nyg,14,-3.0
121,buf,gnb,10,-10.5
122,cle,cin,19,3.0
123,htx,phi,-12,13.5
124,nyj,buf,3,11.0
125,det,gnb,6,3.5
126,was,min,-3,3.0
127,atl,sdg,-3,3.0
128,cin,car,21,-7.0
129,chi,mia,-3,4.0
130,nwe,clt,23,-5.0
131,jax,rai,7,2.5
132,crd,sea,-10,-2.0
133,tam,ram,3,-3.0
134,kan,oti,3,-12.5
135,nor,rav,-14,1.5
136,car,atl,10,2.5
137,tam,sea,5,-2.5
138,buf,min,-3,-6.5
139,mia,cle,22,-3.5
140,oti,den,7,-2.5
141,nyg,htx,8,-4.5
142,chi,det,-1,-2.5
143,kan,jax,10,-9.0
144,pit,nor,10,1.0
145,rai,clt,-5,-4.0
146,gnb,dal,3,4.0
147,ram,crd,-10,-2.5
148,sfo,sdg,6,-7.5
149,phi,was,-11,-10.5
150,gnb,oti,-10,-3.0
151,buf,cle,8,-7.5
152,nyg,det,-13,-3.0
153,htx,was,-13,3.0
154,nwe,nyj,7,-3.5
155,atl,chi,3,-2.5
156,rav,car,10,-13.0
157,clt,phi,-1,6.5
158,nor,ram,7,-2.5
159,den,rai,-6,-2.5
160,pit,cin,-7,3.5
161,min,dal,-37,1.5
162,sdg,kan,-3,5.0
163,crd,sfo,-28,8.0
164,det,buf,-3,9.5
165,dal,nyg,8,-10.0
166,min,nwe,7,-2.5
167,oti,cin,-4,1.5
168,cle,tam,6,3.0
169,mia,htx,15,-14.0
170,jax,rav,1,3.5
171,was,atl,6,-4.0
172,car,den,13,1.0
173,nyj,chi,21,-7.0
174,sea,rai,-6,-4.0
175,crd,sdg,-1,2.5
176,kan,ram,16,-15.5
177,sfo,nor,13,-9.0
178,phi,gnb,7,-6.5
179,clt,pit,-7,-2.5
180,nwe,buf,-14,3.5
181,htx,cle,-13,8.0
182,rav,den,1,-9.5
183,det,jax,26,-1.0
184,min,nyj,5,-3.0
185,nyg,was,0,2.0
186,phi,oti,25,-4.0
187,atl,pit,-3,-1.0
188,chi,gnb,-9,4.5
189,sfo,mia,16,-4.5
190,ram,sea,-4,7.0
191,cin,kan,3,2.5
192,rai,sdg,7,-2.5
193,dal,clt,35,-10.5
194,tam,nor,1,-3.0
195,ram,rai,1,6.0
196,buf,nyj,8,-10.0
197,cin,cle,13,-5.5
198,dal,htx,4,-17.0
199,det,min,11,-2.0
200,oti,jax,-14,-3.5
201,nyg,phi,-26,7.0
202,pit,rav,-2,-1.5
203,den,kan,-6,8.5
204,sea,car,-6,-4.0
205,sfo,tam,28,-3.5
206,sdg,mia,6,3.0
207,crd,nwe,-14,1.5
208,sea,sfo,-8,3.0
209,min,clt,3,-3.5
210,cle,rav,10,-3.0
211,buf,mia,3,-7.0
212,nor,atl,3,-4.0
213,car,pit,-8,-2.5
214,chi,phi,-5,8.5
215,jax,dal,6,4.0
216,nyj,det,-3,-1.0
217,htx,kan,-6,14.5
218,den,crd,9,-1.5
219,tam,cin,-11,3.5
220,sdg,oti,3,-3.0
221,was,nyg,-8,-4.5
222,rai,nwe,6,-1.5
223,gnb,ram,12,-7.0
224,nyj,jax,-16,-2.0
225,rav,atl,8,-6.5
226,chi,buf,-22,8.0
227,car,det,14,2.5
228,nwe,cin,-4,3.0
229,cle,nor,-7,-3.0
230,oti,htx,-5,-3.0
231,kan,sea,14,-10.0
232,min,nyg,3,-4.0
233,sfo,was,17,-6.5
234,dal,phi,6,-4.5
235,pit,rai,3,-2.0
236,mia,gnb,-6,-3.5
237,ram,den,37,3.0
238,crd,tam,-3,7.5
239,clt,sdg,-17,4.0
240,oti,dal,-14,12.5
241,atl,crd,1,-6.0
242,tam,car,6,-3.5
243,det,chi,31,-6.0
244,was,cle,-14,-2.0
245,nyg,clt,28,-5.5
246,kan,den,3,-12.5
247,htx,jax,-28,3.0
248,nwe,mia,2,-2.5
249,phi,nor,-10,-5.5
250,rav,pit,-3,-2.5
251,sea,nyj,17,1.5
252,rai,sfo,-3,9.5
253,gnb,min,24,-3.0
254,sdg,ram,21,-6.5
255,rai,kan,-18,9.0
256,jax,oti,4,-6.5
257,buf,nwe,12,-7.5
258,cin,rav,11,-9.0
259,atl,tam,13,-4.0
260,nor,car,-3,-3.5
261,chi,min,-16,7.0
262,pit,cle,14,-2.5
263,clt,htx,-1,-2.5
264,mia,nyj,5,-3.5
265,sfo,crd,25,-14.0
266,was,dal,20,7.0
267,den,sdg,3,-3.0
268,phi,nyg,6,-16.0
269,sea,ram,3,-6.0
270,gnb,det,-4,-5.0
