,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,324.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,173.0,35.3,11.0,360.0,5360.0,942.0,5.7,14.0,7.0,315.0,323.0,496.0,3599.0,29.0,7.0,6.7,191.0,403.0,1761.0,11.0,4.4,88.0,94.0,886.0,36.0,171.0,34.5,7.0,208.0,75.0,36.1,18.0,11.0,61.1,49.0,26.0,53.1,186.0,69.0,37.1,17.0,9.0,52.9,47.0,27.0,57.4
11,gnb,376.0,5905.0,1026.0,5.8,15.0,11.0,332.0,392.0,640.0,4238.0,25.0,4.0,6.1,208.0,333.0,1667.0,14.0,5.0,98.0,108.0,937.0,26.0,178.0,38.8,6.7,400.0,5670.0,1017.0,5.6,15.0,8.0,331.0,336.0,527.0,3752.0,30.0,7.0,6.6,199.0,446.0,1918.0,15.0,4.3,100.0,97.0,792.0,32.0,182.0,37.9,8.2,204.0,75.0,36.8,20.0,10.0,50.0,47.0,29.0,61.7,212.0,79.0,37.3,18.0,12.0,66.7,56.0,34.0,60.7
12,htx,402.0,5802.0,1040.0,5.6,16.0,7.0,333.0,345.0,506.0,3781.0,26.0,9.0,6.7,202.0,472.0,2021.0,12.0,4.3,94.0,105.0,787.0,37.0,186.0,40.3,8.1,316.0,5490.0,1022.0,5.4,29.0,14.0,298.0,385.0,594.0,4167.0,28.0,15.0,6.5,200.0,385.0,1323.0,8.0,3.4,76.0,117.0,945.0,22.0,187.0,31.6,13.9,208.0,77.0,37.0,12.0,8.0,66.7,60.0,30.0,50.0,227.0,91.0,40.1,20.0,12.0,60.0,41.0,29.0,70.7
13,clt,433.0,6179.0,1070.0,5.8,24.0,9.0,371.0,432.0,644.0,4461.0,39.0,15.0,6.7,237.0,408.0,1718.0,13.0,4.2,96.0,120.0,953.0,38.0,182.0,41.2,13.2,344.0,5435.0,997.0,5.5,26.0,11.0,315.0,384.0,542.0,3805.0,21.0,15.0,6.6,203.0,417.0,1630.0,12.0,3.9,87.0,131.0,1115.0,25.0,172.0,35.5,14.5,214.0,104.0,48.6,15.0,7.0,46.7,64.0,44.0,68.8,200.0,82.0,41.0,15.0,7.0,46.7,43.0,23.0,53.5
14,jax,245.0,4832.0,1005.0,4.8,29.0,16.0,277.0,329.0,536.0,3109.0,15.0,13.0,5.3,164.0,416.0,1723.0,7.0,4.1,92.0,121.0,1112.0,21.0,180.0,25.0,15.6,316.0,4983.0,970.0,5.1,17.0,6.0,288.0,312.0,499.0,3113.0,17.0,11.0,5.8,162.0,434.0,1870.0,16.0,4.3,89.0,92.0,735.0,37.0,181.0,33.1,8.3,230.0,93.0,40.4,17.0,8.0,47.1,34.0,15.0,44.1,212.0,80.0,37.7,12.0,3.0,25.0,47.0,24.0,51.1
15,kan,565.0,6810.0,996.0,6.8,18.0,6.0,384.0,385.0,583.0,4955.0,50.0,12.0,8.1,239.0,387.0,1855.0,16.0,4.8,108.0,137.0,1152.0,37.0,171.0,52.6,10.5,421.0,6488.0,1109.0,5.9,27.0,12.0,419.0,406.0,632.0,4374.0,30.0,15.0,6.4,247.0,425.0,2114.0,19.0,5.0,129.0,107.0,881.0,43.0,174.0,40.8,14.9,176.0,83.0,47.2,15.0,12.0,80.0,71.0,51.0,71.8,193.0,80.0,41.5,27.0,18.0,66.7,58.0,42.0,72.4
16,rai,290.0,5379.0,995.0,5.4,24.0,14.0,300.0,382.0,556.0,3751.0,19.0,10.0,6.2,197.0,387.0,1628.0,9.0,4.2,86.0,110.0,965.0,17.0,176.0,31.3,13.6,467.0,6102.0,973.0,6.3,17.0,3.0,317.0,299.0,480.0,3853.0,36.0,14.0,7.8,178.0,480.0,2249.0,16.0,4.7,108.0,117.0,991.0,31.0,174.0,44.3,9.8,197.0,73.0,37.1,16.0,7.0,43.8,43.0,23.0,53.5,201.0,93.0,46.3,12.0,8.0,66.7,62.0,37.0,59.7
17,sdg,428.0,5962.0,945.0,6.3,19.0,7.0,338.0,348.0,512.0,4089.0,32.0,12.0,7.5,213.0,399.0,1873.0,16.0,4.7,100.0,113.0,967.0,25.0,170.0,42.4,10.0,329.0,5339.0,981.0,5.4,20.0,7.0,311.0,351.0,548.0,3646.0,23.0,13.0,6.2,178.0,395.0,1693.0,11.0,4.3,101.0,103.0,828.0,32.0,169.0,33.7,11.8,177.0,70.0,39.5,8.0,7.0,87.5,53.0,34.0,64.2,202.0,79.0,39.1,20.0,11.0,55.0,50.0,25.0,50.0
18,ram,527.0,6738.0,1060.0,6.4,19.0,7.0,401.0,368.0,568.0,4507.0,32.0,12.0,7.5,236.0,459.0,2231.0,23.0,4.9,134.0,96.0,878.0,31.0,183.0,48.6,9.8,384.0,5737.0,960.0,6.0,30.0,12.0,322.0,347.0,533.0,3780.0,31.0,18.0,6.6,185.0,386.0,1957.0,12.0,5.1,101.0,99.0,852.0,36.0,178.0,38.2,16.9,191.0,86.0,45.0,15.0,6.0,40.0,80.0,46.0,57.5,188.0,70.0,37.2,15.0,9.0,60.0,52.0,30.0,57.7
19,mia,319.0,4638.0,878.0,5.3,23.0,10.0,252.0,292.0,455.0,2900.0,26.0,13.0,5.7,153.0,371.0,1738.0,7.0,4.7,75.0,108.0,978.0,24.0,184.0,28.3,12.5,433.0,6257.0,1024.0,6.1,28.0,7.0,350.0,335.0,508.0,3932.0,31.0,21.0,7.3,195.0,485.0,2325.0,17.0,4.8,116.0,107.0,856.0,39.0,183.0,39.9,14.2,186.0,56.0,30.1,13.0,8.0,61.5,31.0,16.0,51.6,196.0,84.0,42.9,15.0,6.0,40.0,61.0,37.0,60.7
20,min,360.0,5529.0,1003.0,5.5,20.0,10.0,310.0,425.0,606.0,4036.0,30.0,10.0,6.2,218.0,357.0,1493.0,9.0,4.2,66.0,92.0,779.0,26.0,188.0,32.4,10.6,341.0,4955.0,993.0,5.0,20.0,8.0,303.0,315.0,503.0,3140.0,15.0,12.0,5.7,160.0,440.0,1815.0,13.0,4.1,107.0,106.0,834.0,36.0,181.0,33.7,10.5,204.0,73.0,35.8,21.0,9.0,42.9,50.0,27.0,54.0,190.0,58.0,30.5,19.0,9.0,47.4,49.0,22.0,44.9
21,nwe,436.0,6295.0,1073.0,5.9,18.0,7.0,365.0,378.0,574.0,4258.0,29.0,11.0,7.2,206.0,478.0,2037.0,18.0,4.3,131.0,93.0,744.0,28.0,184.0,40.8,9.2,325.0,5746.0,1002.0,5.7,28.0,10.0,322.0,370.0,605.0,3943.0,29.0,18.0,6.2,208.0,367.0,1803.0,7.0,4.9,93.0,91.0,838.0,21.0,187.0,32.6,15.0,201.0,82.0,40.8,14.0,7.0,50.0,57.0,34.0,59.6,197.0,76.0,38.6,16.0,6.0,37.5,46.0,27.0,58.7
22,nor,504.0,6067.0,1010.0,6.0,16.0,9.0,377.0,381.0,519.0,4042.0,33.0,7.0,7.5,210.0,471.0,2025.0,26.0,4.3,134.0,94.0,939.0,33.0,168.0,51.8,9.5,353.0,5585.0,978.0,5.7,24.0,12.0,333.0,384.0,573.0,4302.0,30.0,12.0,6.9,224.0,356.0,1283.0,12.0,3.6,72.0,85.0,814.0,37.0,164.0,36.0,14.6,184.0,82.0,44.6,16.0,13.0,81.3,69.0,48.0,69.6,189.0,78.0,41.3,29.0,14.0,48.3,49.0,31.0,63.3
23,nyg,369.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,177.0,38.4,9.6,412.0,5942.0,1034.0,5.7,21.0,5.0,346.0,362.0,560.0,4044.0,24.0,16.0,6.9,205.0,444.0,1898.0,18.0,4.3,103.0,110.0,919.0,38.0,181.0,40.9,11.6,206.0,76.0,36.9,20.0,12.0,60.0,54.0,27.0,50.0,206.0,87.0,42.2,17.0,14.0,82.4,58.0,33.0,56.9
24,nyj,333.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,197.0,32.0,14.7,441.0,6086.0,1061.0,5.7,20.0,7.0,343.0,367.0,582.0,4065.0,29.0,13.0,6.5,201.0,440.0,2021.0,16.0,4.6,104.0,95.0,817.0,38.0,202.0,39.1,9.9,214.0,69.0,32.2,22.0,11.0,50.0,45.0,20.0,44.4,213.0,72.0,33.8,14.0,9.0,64.3,59.0,31.0,52.5
25,phi,367.0,5845.0,1037.0,5.6,23.0,12.0,346.0,422.0,599.0,4275.0,29.0,11.0,6.7,221.0,398.0,1570.0,12.0,3.9,94.0,100.0,852.0,31.0,176.0,38.1,12.5,348.0,5859.0,1002.0,5.8,17.0,7.0,308.0,417.0,626.0,4308.0,22.0,10.0,6.4,215.0,332.0,1551.0,14.0,4.7,71.0,115.0,995.0,22.0,176.0,38.6,9.1,205.0,84.0,41.0,23.0,14.0,60.9,57.0,33.0,57.9,201.0,71.0,35.3,19.0,11.0,57.9,56.0,25.0,44.6
26,pit,428.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,182.0,36.8,14.3,360.0,5235.0,987.0,5.3,15.0,7.0,317.0,362.0,566.0,3697.0,27.0,8.0,6.0,200.0,369.0,1538.0,13.0,4.2,84.0,136.0,1170.0,33.0,184.0,33.7,8.2,198.0,88.0,44.4,14.0,9.0,64.3,49.0,36.0,73.5,197.0,72.0,36.5,13.0,7.0,53.8,49.0,29.0,59.2
27,sfo,342.0,5769.0,1003.0,5.8,32.0,12.0,344.0,331.0,532.0,3867.0,26.0,20.0,6.7,201.0,423.0,1902.0,7.0,4.5,98.0,112.0,982.0,45.0,181.0,37.0,17.1,435.0,5546.0,1023.0,5.4,7.0,5.0,337.0,344.0,542.0,3732.0,35.0,2.0,6.4,195.0,444.0,1814.0,13.0,4.1,104.0,117.0,1011.0,38.0,181.0,39.8,3.9,193.0,73.0,37.8,10.0,5.0,50.0,51.0,21.0,41.2,216.0,87.0,40.3,17.0,10.0,58.8,58.0,38.0,65.5
28,sea,428.0,5653.0,1012.0,5.6,11.0,4.0,329.0,280.0,427.0,3093.0,35.0,7.0,6.5,156.0,534.0,2560.0,15.0,4.8,133.0,111.0,959.0,40.0,181.0,39.8,6.1,347.0,5653.0,955.0,5.9,26.0,14.0,323.0,355.0,546.0,3842.0,26.0,12.0,6.5,201.0,366.0,1811.0,9.0,4.9,91.0,108.0,981.0,31.0,176.0,35.2,14.2,208.0,81.0,38.9,14.0,11.0,78.6,55.0,36.0,65.5,183.0,64.0,35.0,13.0,6.0,46.2,51.0,25.0,49.0
29,tam,396.0,6648.0,1055.0,6.3,35.0,9.0,388.0,408.0,625.0,5125.0,36.0,26.0,7.7,265.0,389.0,1523.0,11.0,3.9,80.0,117.0,975.0,43.0,184.0,37.0,19.0,464.0,6134.0,998.0,6.1,17.0,8.0,356.0,387.0,534.0,4151.0,34.0,9.0,7.3,209.0,426.0,1983.0,19.0,4.7,122.0,127.0,1156.0,25.0,182.0,40.7,8.2,187.0,86.0,46.0,13.0,9.0,69.2,60.0,36.0,60.0,181.0,73.0,40.3,14.0,7.0,50.0,58.0,45.0,77.6
30,oti,310.0,5002.0,940.0,5.3,18.0,6.0,289.0,293.0,437.0,2975.0,16.0,12.0,6.1,156.0,456.0,2027.0,15.0,4.4,106.0,82.0,727.0,27.0,166.0,34.9,10.2,303.0,5334.0,1001.0,5.3,17.0,6.0,298.0,337.0,533.0,3471.0,21.0,11.0,6.1,182.0,429.0,1863.0,9.0,4.3,98.0,120.0,984.0,18.0,172.0,33.1,9.9,205.0,82.0,40.0,12.0,7.0,58.3,47.0,25.0,53.2,205.0,75.0,36.6,20.0,11.0,55.0,47.0,21.0,44.7
31,was,281.0,4795.0,967.0,5.0,19.0,4.0,280.0,311.0,509.0,3021.0,16.0,15.0,5.5,156.0,414.0,1774.0,12.0,4.3,96.0,115.0,1008.0,28.0,170.0,31.8,11.2,359.0,5654.0,996.0,5.7,26.0,11.0,330.0,362.0,537.0,3794.0,27.0,15.0,6.5,197.0,413.0,1860.0,12.0,4.5,109.0,102.0,791.0,24.0,171.0,35.1,14.6,206.0,75.0,36.4,18.0,10.0,55.6,40.0,21.0,52.5,196.0,86.0,43.9,13.0,5.0,38.5,52.0,27.0,51.9
