,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,474.0,6337.0,1058.0,6.0,23.0,7.0,349.0,423.0,666.0,4814.0,41.0,16.0,6.9,244.0,356.0,1523.0,9.0,4.3,71.0,128.0,1075.0,34.0,197.0,37.6,10.7,387.0,5881.0,1055.0,5.6,34.0,13.0,325.0,376.0,604.0,3831.0,26.0,21.0,5.9,195.0,410.0,2050.0,10.0,5.0,91.0,119.0,982.0,39.0,204.0,32.4,16.2,212.0,76.0,35.8,14.0,8.0,57.1,58.0,37.0,63.8,205.0,67.0,32.7,19.0,8.0,42.1,53.0,26.0,49.1
11,gnb,560.0,6482.0,988.0,6.6,14.0,6.0,353.0,376.0,552.0,4924.0,51.0,8.0,8.3,230.0,395.0,1558.0,12.0,3.9,89.0,76.0,591.0,34.0,180.0,48.3,6.1,359.0,6585.0,1049.0,6.3,38.0,7.0,358.0,390.0,637.0,4796.0,29.0,31.0,7.2,246.0,383.0,1789.0,10.0,4.7,96.0,122.0,948.0,16.0,183.0,33.9,20.2,189.0,91.0,48.1,8.0,4.0,50.0,66.0,43.0,65.2,195.0,83.0,42.6,16.0,4.0,25.0,56.0,31.0,55.4
12,htx,381.0,5954.0,1046.0,5.7,20.0,11.0,321.0,288.0,467.0,3506.0,20.0,9.0,7.0,176.0,546.0,2448.0,18.0,4.5,131.0,99.0,852.0,14.0,191.0,37.2,10.5,278.0,4571.0,960.0,4.8,27.0,10.0,270.0,279.0,538.0,3035.0,18.0,17.0,5.2,166.0,378.0,1536.0,8.0,4.1,73.0,88.0,686.0,31.0,188.0,29.8,13.8,224.0,93.0,41.5,11.0,3.0,27.3,60.0,28.0,46.7,212.0,76.0,35.8,13.0,6.0,46.2,44.0,21.0,47.7
13,clt,243.0,4589.0,951.0,4.8,29.0,15.0,258.0,302.0,534.0,2995.0,14.0,14.0,5.3,170.0,382.0,1594.0,8.0,4.2,69.0,76.0,549.0,19.0,186.0,24.2,15.6,430.0,5935.0,1062.0,5.6,17.0,9.0,343.0,351.0,493.0,3632.0,25.0,8.0,7.0,193.0,540.0,2303.0,19.0,4.3,136.0,84.0,804.0,14.0,186.0,39.2,9.1,214.0,74.0,34.6,11.0,4.0,36.4,38.0,16.0,42.1,216.0,98.0,45.4,6.0,3.0,50.0,57.0,35.0,61.4
14,jax,243.0,4149.0,1002.0,4.1,23.0,8.0,251.0,240.0,469.0,2179.0,12.0,15.0,4.2,122.0,489.0,1970.0,9.0,4.0,103.0,77.0,680.0,26.0,194.0,22.7,11.3,329.0,5008.0,979.0,5.1,28.0,11.0,268.0,326.0,513.0,3341.0,21.0,17.0,6.1,175.0,435.0,1667.0,14.0,3.8,73.0,105.0,895.0,20.0,195.0,29.2,13.3,241.0,81.0,33.6,17.0,6.0,35.3,35.0,17.0,48.6,218.0,79.0,36.2,9.0,4.0,44.4,43.0,24.0,55.8
15,kan,212.0,4973.0,1021.0,4.9,28.0,10.0,277.0,299.0,500.0,3080.0,13.0,18.0,5.8,163.0,487.0,1893.0,5.0,3.9,89.0,110.0,916.0,25.0,189.0,22.2,12.7,338.0,5333.0,991.0,5.4,26.0,6.0,291.0,257.0,454.0,3221.0,23.0,20.0,6.7,169.0,508.0,2112.0,14.0,4.2,96.0,108.0,834.0,26.0,188.0,31.9,13.8,225.0,81.0,36.0,17.0,7.0,41.2,36.0,12.0,33.3,210.0,72.0,34.3,16.0,7.0,43.8,51.0,28.0,54.9
16,rai,359.0,6072.0,1015.0,6.0,30.0,7.0,328.0,315.0,524.0,3962.0,20.0,23.0,7.2,186.0,466.0,2110.0,16.0,4.5,110.0,163.0,1358.0,32.0,193.0,34.7,15.5,433.0,6201.0,1070.0,5.8,26.0,8.0,369.0,324.0,601.0,4023.0,31.0,18.0,6.3,206.0,430.0,2178.0,15.0,5.1,105.0,120.0,982.0,58.0,188.0,35.6,12.8,199.0,71.0,35.7,13.0,7.0,53.8,47.0,24.0,51.1,219.0,92.0,42.0,14.0,4.0,28.6,51.0,30.0,58.8
17,sdg,406.0,6290.0,1048.0,6.0,28.0,8.0,359.0,366.0,582.0,4426.0,27.0,20.0,7.2,234.0,436.0,1864.0,16.0,4.3,97.0,91.0,753.0,28.0,172.0,41.3,16.3,377.0,5546.0,958.0,5.8,21.0,4.0,311.0,299.0,478.0,3591.0,29.0,17.0,7.0,186.0,448.0,1955.0,8.0,4.4,102.0,92.0,760.0,23.0,170.0,36.5,12.4,211.0,103.0,48.8,11.0,4.0,36.4,54.0,29.0,53.7,195.0,96.0,49.2,9.0,1.0,11.1,49.0,29.0,59.2
18,ram,193.0,4537.0,1013.0,4.5,23.0,13.0,267.0,292.0,549.0,2870.0,9.0,10.0,4.8,159.0,409.0,1667.0,7.0,4.1,79.0,112.0,899.0,29.0,196.0,18.9,11.2,407.0,5734.0,1033.0,5.6,18.0,6.0,313.0,293.0,484.0,3301.0,21.0,12.0,6.3,166.0,510.0,2433.0,17.0,4.8,122.0,111.0,951.0,25.0,192.0,35.9,8.9,228.0,64.0,28.1,23.0,8.0,34.8,31.0,12.0,38.7,216.0,83.0,38.4,8.0,5.0,62.5,52.0,26.0,50.0
19,mia,329.0,5078.0,990.0,5.1,25.0,12.0,287.0,280.0,469.0,3091.0,20.0,13.0,5.9,166.0,469.0,1987.0,11.0,4.2,89.0,85.0,779.0,32.0,195.0,32.8,12.8,313.0,5522.0,1043.0,5.3,19.0,3.0,310.0,350.0,590.0,3992.0,24.0,16.0,6.3,198.0,412.0,1530.0,8.0,3.7,88.0,112.0,975.0,24.0,195.0,29.7,8.7,207.0,69.0,33.3,16.0,6.0,37.5,53.0,25.0,47.2,219.0,74.0,33.8,14.0,7.0,50.0,52.0,23.0,44.2
20,min,340.0,5275.0,1007.0,5.2,26.0,9.0,297.0,286.0,510.0,2957.0,20.0,17.0,5.3,159.0,448.0,2318.0,18.0,5.2,118.0,109.0,908.0,20.0,189.0,31.7,13.2,449.0,5731.0,1027.0,5.6,23.0,15.0,332.0,367.0,538.0,4019.0,34.0,8.0,6.8,213.0,439.0,1712.0,10.0,3.9,92.0,97.0,834.0,27.0,185.0,41.1,10.8,216.0,83.0,38.4,18.0,7.0,38.9,53.0,30.0,56.6,208.0,92.0,44.2,9.0,5.0,55.6,56.0,29.0,51.8
21,nwe,513.0,6848.0,1082.0,6.3,17.0,5.0,399.0,402.0,612.0,5084.0,39.0,12.0,7.9,262.0,438.0,1764.0,18.0,4.0,107.0,87.0,815.0,30.0,180.0,47.2,8.3,342.0,6577.0,1064.0,6.2,34.0,11.0,370.0,386.0,619.0,4703.0,26.0,23.0,7.1,245.0,405.0,1874.0,13.0,4.6,101.0,115.0,907.0,24.0,181.0,32.6,17.1,194.0,89.0,45.9,11.0,7.0,63.6,72.0,47.0,65.3,202.0,87.0,43.1,19.0,8.0,42.1,61.0,34.0,55.7
22,nor,547.0,7474.0,1117.0,6.7,19.0,5.0,416.0,472.0,662.0,5347.0,46.0,14.0,7.8,280.0,431.0,2127.0,16.0,4.9,116.0,99.0,851.0,20.0,175.0,51.4,10.9,339.0,5895.0,1010.0,5.8,16.0,7.0,326.0,362.0,626.0,4157.0,24.0,9.0,6.3,196.0,351.0,1738.0,11.0,5.0,92.0,109.0,912.0,38.0,182.0,34.1,8.8,208.0,118.0,56.7,10.0,3.0,30.0,75.0,44.0,58.7,202.0,67.0,33.2,22.0,6.0,27.3,39.0,23.0,59.0
23,nyg,394.0,6161.0,1028.0,6.0,24.0,8.0,331.0,359.0,589.0,4734.0,29.0,16.0,7.7,216.0,411.0,1427.0,17.0,3.5,84.0,94.0,795.0,31.0,200.0,32.5,11.5,400.0,6022.0,1072.0,5.6,31.0,11.0,338.0,361.0,589.0,4082.0,28.0,20.0,6.4,210.0,435.0,1940.0,15.0,4.5,103.0,110.0,933.0,25.0,196.0,34.7,14.8,206.0,77.0,37.4,13.0,4.0,30.8,56.0,32.0,57.1,220.0,84.0,38.2,18.0,10.0,55.6,61.0,34.0,55.7
24,nyj,377.0,4989.0,1030.0,4.8,34.0,16.0,301.0,310.0,547.0,3297.0,26.0,18.0,5.6,173.0,443.0,1692.0,14.0,3.8,92.0,102.0,849.0,36.0,203.0,29.6,13.8,363.0,4993.0,993.0,5.0,31.0,12.0,272.0,275.0,507.0,3216.0,15.0,19.0,5.9,167.0,451.0,1777.0,17.0,3.9,83.0,110.0,966.0,22.0,208.0,29.3,13.9,213.0,74.0,34.7,11.0,4.0,36.4,55.0,36.0,65.5,211.0,69.0,32.7,10.0,1.0,10.0,44.0,23.0,52.3
25,phi,396.0,6386.0,1036.0,6.2,38.0,13.0,356.0,330.0,554.0,4110.0,22.0,25.0,7.0,197.0,450.0,2276.0,20.0,5.1,134.0,107.0,853.0,25.0,190.0,34.7,17.9,328.0,5198.0,982.0,5.3,24.0,9.0,289.0,301.0,518.0,3397.0,27.0,15.0,6.0,173.0,414.0,1801.0,11.0,4.4,84.0,97.0,813.0,32.0,195.0,27.7,12.3,205.0,85.0,41.5,15.0,7.0,46.7,66.0,34.0,51.5,211.0,75.0,35.5,17.0,7.0,41.2,47.0,28.0,59.6
26,pit,325.0,5957.0,1015.0,5.9,28.0,13.0,341.0,341.0,539.0,4054.0,21.0,15.0,7.0,221.0,434.0,1903.0,13.0,4.4,96.0,101.0,854.0,24.0,168.0,33.9,16.7,227.0,4348.0,964.0,4.5,15.0,4.0,264.0,289.0,530.0,2751.0,15.0,11.0,4.9,156.0,399.0,1597.0,7.0,4.0,82.0,96.0,777.0,26.0,169.0,26.0,8.3,196.0,90.0,45.9,8.0,3.0,37.5,53.0,27.0,50.9,221.0,86.0,38.9,13.0,8.0,61.5,31.0,17.0,54.8
27,sfo,380.0,4974.0,993.0,5.0,10.0,5.0,282.0,277.0,451.0,2930.0,18.0,5.0,5.9,150.0,498.0,2044.0,14.0,4.1,101.0,113.0,1014.0,31.0,192.0,39.6,5.2,229.0,4931.0,974.0,5.1,38.0,15.0,267.0,333.0,579.0,3695.0,20.0,23.0,6.0,190.0,353.0,1236.0,3.0,3.5,53.0,98.0,867.0,24.0,193.0,23.3,18.7,221.0,65.0,29.4,14.0,9.0,64.3,54.0,22.0,40.7,216.0,76.0,35.2,17.0,7.0,41.2,34.0,14.0,41.2
28,sea,321.0,4861.0,1003.0,4.8,23.0,9.0,265.0,299.0,509.0,3105.0,15.0,14.0,5.6,153.0,444.0,1756.0,15.0,4.0,89.0,138.0,1047.0,23.0,198.0,27.8,11.6,315.0,5315.0,1049.0,5.1,31.0,9.0,310.0,324.0,543.0,3518.0,18.0,22.0,6.1,174.0,473.0,1797.0,10.0,3.8,96.0,96.0,907.0,40.0,196.0,28.6,14.8,228.0,77.0,33.8,15.0,7.0,46.7,46.0,22.0,47.8,221.0,77.0,34.8,11.0,7.0,63.6,39.0,19.0,48.7
29,tam,287.0,5108.0,966.0,5.3,40.0,16.0,277.0,365.0,588.0,3650.0,17.0,24.0,5.9,180.0,346.0,1458.0,9.0,4.2,74.0,123.0,1007.0,23.0,181.0,28.7,20.4,494.0,6311.0,1002.0,6.3,24.0,10.0,356.0,301.0,481.0,3814.0,30.0,14.0,7.6,188.0,498.0,2497.0,26.0,5.0,135.0,95.0,786.0,33.0,184.0,42.9,13.0,206.0,76.0,36.9,21.0,8.0,38.1,38.0,19.0,50.0,185.0,73.0,39.5,13.0,9.0,69.2,70.0,40.0,57.1
30,oti,325.0,5361.0,984.0,5.4,22.0,8.0,281.0,353.0,584.0,3923.0,22.0,14.0,6.5,185.0,376.0,1438.0,8.0,3.8,71.0,104.0,960.0,25.0,188.0,31.4,11.7,317.0,5682.0,1080.0,5.3,23.0,12.0,324.0,369.0,591.0,3629.0,21.0,11.0,5.9,187.0,461.0,2053.0,10.0,4.5,111.0,99.0,812.0,26.0,187.0,31.0,12.3,218.0,80.0,36.7,14.0,10.0,71.4,37.0,22.0,59.5,236.0,96.0,40.7,20.0,8.0,40.0,48.0,23.0,47.9
31,was,288.0,5387.0,1032.0,5.2,35.0,11.0,312.0,346.0,591.0,3773.0,19.0,24.0,6.0,204.0,400.0,1614.0,8.0,4.0,79.0,91.0,897.0,29.0,188.0,30.9,18.6,367.0,5437.0,988.0,5.5,21.0,8.0,295.0,308.0,509.0,3553.0,22.0,13.0,6.5,180.0,438.0,1884.0,15.0,4.3,95.0,123.0,1006.0,20.0,190.0,37.4,10.5,219.0,81.0,37.0,13.0,4.0,30.8,51.0,21.0,41.2,206.0,77.0,37.4,10.0,4.0,40.0,57.0,25.0,43.9
