,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,410.0,5404.0,980.0,5.5,22.0,11.0,296.0,374.0,570.0,4183.0,29.0,11.0,6.8,210.0,363.0,1221.0,10.0,3.4,58.0,104.0,968.0,28.0,185.0,37.3,11.9,376.0,5692.0,1037.0,5.5,32.0,13.0,349.0,366.0,570.0,3892.0,21.0,19.0,6.4,205.0,432.0,1800.0,18.0,4.2,109.0,110.0,971.0,35.0,192.0,32.3,16.1,209.0,81.0,38.8,9.0,1.0,11.1,46.0,26.0,56.5,194.0,74.0,38.1,15.0,8.0,53.3,55.0,34.0,61.8
11,gnb,320.0,4891.0,999.0,4.9,25.0,7.0,307.0,352.0,562.0,3167.0,25.0,18.0,5.2,176.0,386.0,1724.0,13.0,4.5,99.0,96.0,789.0,32.0,174.0,30.5,13.2,384.0,5582.0,1014.0,5.5,22.0,11.0,331.0,348.0,513.0,3789.0,30.0,11.0,6.9,211.0,464.0,1793.0,10.0,3.9,95.0,94.0,832.0,25.0,174.0,40.2,11.5,211.0,83.0,39.3,28.0,15.0,53.6,42.0,26.0,61.9,208.0,89.0,42.8,10.0,8.0,80.0,46.0,30.0,65.2
12,htx,338.0,5120.0,1027.0,5.0,28.0,11.0,313.0,299.0,525.0,3278.0,28.0,17.0,5.7,180.0,448.0,1842.0,8.0,4.1,86.0,124.0,1050.0,47.0,192.0,29.2,14.6,436.0,5546.0,973.0,5.7,16.0,5.0,301.0,321.0,501.0,3799.0,30.0,11.0,7.1,176.0,440.0,1747.0,14.0,4.0,88.0,122.0,1128.0,37.0,194.0,39.7,7.7,209.0,76.0,36.4,10.0,5.0,50.0,42.0,22.0,52.4,201.0,71.0,35.3,8.0,5.0,62.5,54.0,33.0,61.1
13,clt,263.0,4553.0,994.0,4.6,15.0,6.0,267.0,285.0,487.0,2892.0,13.0,9.0,5.3,148.0,451.0,1661.0,11.0,3.7,94.0,92.0,779.0,25.0,180.0,29.4,8.3,404.0,5873.0,1026.0,5.7,20.0,7.0,324.0,320.0,513.0,3946.0,23.0,13.0,7.3,192.0,488.0,1927.0,15.0,3.9,99.0,102.0,822.0,33.0,174.0,39.7,10.3,228.0,87.0,38.2,17.0,8.0,47.1,40.0,16.0,40.0,217.0,97.0,44.7,14.0,7.0,50.0,51.0,27.0,52.9
14,jax,417.0,5855.0,1078.0,5.4,23.0,10.0,332.0,316.0,527.0,3593.0,21.0,13.0,6.5,193.0,527.0,2262.0,18.0,4.3,101.0,112.0,936.0,38.0,199.0,34.7,11.1,268.0,4578.0,993.0,4.6,33.0,12.0,257.0,289.0,509.0,2718.0,17.0,21.0,4.8,143.0,429.0,1860.0,9.0,4.3,91.0,112.0,1050.0,23.0,205.0,23.9,15.6,227.0,85.0,37.4,13.0,10.0,76.9,50.0,32.0,64.0,220.0,74.0,33.6,13.0,6.0,46.2,28.0,11.0,39.3
15,kan,415.0,6007.0,985.0,6.1,11.0,3.0,322.0,363.0,543.0,4104.0,26.0,8.0,7.1,198.0,405.0,1903.0,12.0,4.7,95.0,118.0,1044.0,29.0,176.0,44.9,6.3,339.0,5842.0,1044.0,5.6,26.0,10.0,352.0,325.0,570.0,3952.0,23.0,16.0,6.6,204.0,443.0,1890.0,15.0,4.3,112.0,107.0,864.0,36.0,179.0,33.5,13.4,199.0,78.0,39.2,10.0,3.0,30.0,50.0,21.0,42.0,207.0,83.0,40.1,17.0,9.0,52.9,51.0,28.0,54.9
16,rai,301.0,5185.0,952.0,5.4,28.0,14.0,287.0,347.0,558.0,3631.0,23.0,14.0,6.2,178.0,370.0,1554.0,13.0,4.2,78.0,114.0,1009.0,31.0,178.0,29.2,15.2,373.0,5601.0,994.0,5.6,14.0,9.0,304.0,361.0,530.0,3858.0,24.0,5.0,6.9,187.0,433.0,1743.0,11.0,4.0,93.0,102.0,944.0,24.0,171.0,40.9,7.0,204.0,82.0,40.2,24.0,8.0,33.3,34.0,20.0,58.8,215.0,88.0,40.9,10.0,7.0,70.0,48.0,23.0,47.9
17,sdg,355.0,6026.0,1020.0,5.9,15.0,4.0,337.0,366.0,583.0,4431.0,28.0,11.0,7.4,220.0,419.0,1595.0,10.0,3.8,84.0,108.0,927.0,33.0,177.0,33.3,8.5,272.0,5254.0,997.0,5.3,27.0,9.0,282.0,329.0,524.0,3156.0,17.0,18.0,5.6,153.0,430.0,2098.0,11.0,4.9,99.0,109.0,996.0,30.0,179.0,28.5,15.1,209.0,84.0,40.2,11.0,5.0,45.5,47.0,22.0,46.8,221.0,86.0,38.9,20.0,6.0,30.0,36.0,13.0,36.1
18,ram,478.0,5784.0,1000.0,5.8,21.0,14.0,311.0,320.0,518.0,3831.0,28.0,7.0,7.0,185.0,454.0,1953.0,17.0,4.3,97.0,107.0,922.0,29.0,190.0,45.3,9.5,329.0,5432.0,1021.0,5.3,28.0,10.0,300.0,324.0,555.0,3475.0,21.0,18.0,5.8,181.0,418.0,1957.0,15.0,4.7,86.0,102.0,808.0,33.0,193.0,30.6,14.0,214.0,88.0,41.1,12.0,5.0,41.7,69.0,38.0,55.1,227.0,86.0,37.9,15.0,9.0,60.0,46.0,27.0,58.7
19,mia,281.0,4923.0,995.0,4.9,29.0,8.0,284.0,373.0,602.0,3535.0,24.0,21.0,5.6,187.0,360.0,1388.0,4.0,3.9,66.0,137.0,1154.0,31.0,190.0,25.8,15.3,393.0,5371.0,989.0,5.4,15.0,6.0,319.0,339.0,528.0,3603.0,26.0,9.0,6.5,190.0,431.0,1768.0,14.0,4.1,88.0,122.0,1077.0,41.0,186.0,36.6,8.1,202.0,64.0,31.7,24.0,7.0,29.2,38.0,20.0,52.6,203.0,75.0,36.9,8.0,2.0,25.0,51.0,32.0,62.7
20,min,382.0,5710.0,1055.0,5.4,14.0,6.0,334.0,357.0,527.0,3753.0,25.0,8.0,6.8,196.0,501.0,1957.0,15.0,3.9,100.0,100.0,949.0,38.0,185.0,38.9,7.6,252.0,4415.0,956.0,4.6,19.0,5.0,260.0,324.0,555.0,3078.0,13.0,14.0,5.2,168.0,364.0,1337.0,10.0,3.7,59.0,105.0,928.0,33.0,179.0,27.9,10.1,216.0,94.0,43.5,7.0,1.0,14.3,57.0,33.0,57.9,202.0,51.0,25.2,23.0,9.0,39.1,40.0,16.0,40.0
21,nwe,458.0,6307.0,1070.0,5.9,12.0,4.0,389.0,389.0,587.0,4418.0,32.0,8.0,7.1,232.0,448.0,1889.0,16.0,4.2,107.0,95.0,835.0,50.0,174.0,49.4,6.9,296.0,5856.0,1022.0,5.7,18.0,6.0,325.0,367.0,590.0,4020.0,24.0,12.0,6.4,204.0,390.0,1836.0,6.0,4.7,98.0,111.0,1035.0,23.0,172.0,30.2,9.9,202.0,82.0,40.6,13.0,8.0,61.5,70.0,42.0,60.0,208.0,82.0,39.4,23.0,10.0,43.5,48.0,21.0,43.8
22,nor,448.0,6259.0,1000.0,6.3,18.0,10.0,332.0,386.0,536.0,4189.0,23.0,8.0,7.5,201.0,444.0,2070.0,23.0,4.7,111.0,105.0,967.0,20.0,175.0,44.6,9.1,326.0,5384.0,1002.0,5.4,25.0,5.0,308.0,329.0,554.0,3597.0,22.0,20.0,6.0,172.0,406.0,1787.0,11.0,4.4,92.0,108.0,850.0,44.0,177.0,33.3,13.6,194.0,73.0,37.6,15.0,12.0,80.0,55.0,32.0,58.2,212.0,87.0,41.0,12.0,4.0,33.3,48.0,25.0,52.1
23,nyg,246.0,5028.0,1036.0,4.9,22.0,8.0,271.0,373.0,608.0,3479.0,20.0,14.0,5.4,178.0,394.0,1549.0,6.0,3.9,66.0,91.0,895.0,27.0,194.0,22.7,11.3,388.0,5971.0,1052.0,5.7,19.0,6.0,313.0,347.0,561.0,4038.0,32.0,13.0,6.9,189.0,464.0,1933.0,10.0,4.2,101.0,115.0,923.0,23.0,197.0,35.5,9.6,227.0,74.0,32.6,21.0,8.0,38.1,39.0,19.0,48.7,222.0,88.0,39.6,17.0,5.0,29.4,53.0,29.0,54.7
24,nyj,298.0,4884.0,984.0,5.0,24.0,12.0,269.0,323.0,510.0,3182.0,19.0,12.0,5.7,157.0,427.0,1702.0,13.0,4.0,77.0,119.0,1035.0,35.0,199.0,28.6,11.1,382.0,5636.0,1052.0,5.4,20.0,9.0,329.0,329.0,558.0,3749.0,30.0,11.0,6.4,191.0,466.0,1887.0,13.0,4.0,88.0,114.0,981.0,50.0,192.0,33.3,10.4,228.0,81.0,35.5,13.0,7.0,53.8,33.0,18.0,54.5,221.0,82.0,37.1,11.0,5.0,45.5,52.0,29.0,55.8
25,phi,457.0,5852.0,1073.0,5.5,20.0,11.0,338.0,341.0,564.0,3737.0,38.0,9.0,6.2,193.0,473.0,2115.0,9.0,4.5,108.0,116.0,962.0,37.0,191.0,40.3,9.4,295.0,4904.0,976.0,5.0,31.0,12.0,272.0,363.0,601.0,3637.0,24.0,19.0,5.7,177.0,337.0,1267.0,7.0,3.8,62.0,101.0,917.0,33.0,188.0,27.1,15.4,230.0,96.0,41.7,26.0,17.0,65.4,55.0,36.0,65.5,205.0,66.0,32.2,18.0,4.0,22.2,38.0,21.0,55.3
26,pit,406.0,6047.0,1051.0,5.8,20.0,5.0,348.0,384.0,590.0,4380.0,29.0,15.0,7.1,217.0,437.0,1667.0,12.0,3.8,96.0,101.0,897.0,35.0,179.0,43.0,10.6,308.0,4910.0,940.0,5.2,22.0,6.0,270.0,297.0,499.0,3217.0,20.0,16.0,5.8,157.0,385.0,1693.0,14.0,4.4,89.0,110.0,1041.0,24.0,178.0,30.3,12.4,209.0,92.0,44.0,8.0,3.0,37.5,63.0,32.0,50.8,199.0,72.0,36.2,19.0,6.0,31.6,39.0,24.0,61.5
27,sfo,331.0,5587.0,1058.0,5.3,23.0,8.0,321.0,362.0,607.0,3925.0,15.0,15.0,6.0,206.0,408.0,1662.0,15.0,4.1,88.0,123.0,988.0,27.0,184.0,37.5,12.0,383.0,5625.0,1065.0,5.3,20.0,10.0,343.0,344.0,544.0,3764.0,27.0,10.0,6.6,198.0,491.0,1861.0,13.0,3.8,108.0,97.0,791.0,37.0,188.0,37.8,10.1,234.0,91.0,38.9,18.0,8.0,44.4,51.0,24.0,47.1,221.0,95.0,43.0,12.0,10.0,83.3,57.0,34.0,59.6
28,sea,366.0,5286.0,1007.0,5.2,17.0,5.0,299.0,340.0,555.0,3657.0,34.0,12.0,6.1,183.0,409.0,1629.0,4.0,4.0,85.0,148.0,1342.0,31.0,197.0,30.5,8.6,332.0,5171.0,1045.0,4.9,25.0,11.0,316.0,325.0,554.0,3347.0,19.0,14.0,5.6,181.0,452.0,1824.0,14.0,4.0,90.0,102.0,878.0,45.0,193.0,33.2,11.9,212.0,79.0,37.3,9.0,5.0,55.6,45.0,25.0,55.6,223.0,85.0,38.1,15.0,7.0,46.7,42.0,20.0,47.6
29,tam,335.0,5814.0,1035.0,5.6,27.0,13.0,352.0,378.0,605.0,4366.0,26.0,14.0,6.8,243.0,390.0,1448.0,8.0,3.7,76.0,104.0,795.0,33.0,175.0,33.7,15.4,382.0,6049.0,1011.0,6.0,26.0,13.0,327.0,371.0,549.0,4169.0,22.0,13.0,7.3,202.0,440.0,1880.0,17.0,4.3,102.0,109.0,937.0,23.0,175.0,38.9,13.1,196.0,85.0,43.4,8.0,4.0,50.0,53.0,26.0,49.1,216.0,104.0,48.1,9.0,2.0,22.2,53.0,29.0,54.7
30,oti,334.0,5024.0,974.0,5.2,25.0,8.0,290.0,306.0,496.0,3191.0,14.0,17.0,6.0,157.0,443.0,1833.0,18.0,4.1,97.0,85.0,785.0,36.0,191.0,35.1,12.6,356.0,5248.0,1046.0,5.0,21.0,9.0,323.0,369.0,605.0,3828.0,27.0,12.0,5.9,231.0,398.0,1420.0,5.0,3.6,68.0,119.0,942.0,24.0,185.0,37.3,10.8,202.0,71.0,35.1,10.0,5.0,50.0,40.0,21.0,52.5,214.0,78.0,36.4,16.0,10.0,62.5,56.0,27.0,48.2
31,was,342.0,5199.0,982.0,5.3,27.0,14.0,278.0,347.0,540.0,3751.0,27.0,13.0,6.5,191.0,401.0,1448.0,10.0,3.6,66.0,92.0,733.0,21.0,191.0,31.9,12.6,388.0,5566.0,1045.0,5.3,23.0,7.0,307.0,306.0,531.0,3420.0,23.0,16.0,6.0,171.0,472.0,2146.0,13.0,4.5,105.0,100.0,887.0,31.0,195.0,35.9,11.8,204.0,66.0,32.4,16.0,9.0,56.3,46.0,25.0,54.3,226.0,83.0,36.7,15.0,9.0,60.0,57.0,29.0,50.9
