,team_abbr,points_for,yards,plays,yards_per_plbay,turnovers,fumbles_lost,first_downs,completions,pass_attempts,pass_yards,pass_tds,interceptions,pass_yards_per_attempt,pass_first_downs,rush_attempts,rush_yards,rush_tds,rush_yards_per_attempt,rush_first_downs,penalties,penalty_yards,penalty_first_downs,num_drives,scoring_percentage,turnover_percentage,o_points_for,o_yards,o_plays,o_yards_per_play,o_turnovers,o_fumbles_lost,o_first_downs,o_completions,o_pass_attempts,o_pass_yards,o_pass_tds,o_interceptions,o_pass_yards_per_attempt,o_pass_first_downs,o_rush_attempts,o_rush_yards,o_rush_tds,o_rush_yards_per_attempt,o_rush_first_downs,o_penalties,o_penalty_yards,o_penalty_first_downs,o_num_drives,o_scoring_percentage,o_turnover_percentage,3D_attempts,3D_conversions,3D_conversion_percentage,4D_attempts,4D_conversions,4D_conversion_percentage,red_zone_attempts,red_zone_tds,red_zone_td_percentage,o_3D_attempts,o_3D_conversions,o_3D_conversion_percentage,o_4D_attempts,o_4D_conversions,o_4D_conversion_percentage,o_red_zone_attempts,o_red_zone_tds,o_red_zone_td_percentage
10,det,395.0,6274.0,1102.0,5.7,34.0,15.0,350.0,371.0,634.0,4482.0,29.0,19.0,6.8,221.0,445.0,1792.0,15.0,4.0,106.0,110.0,925.0,23.0,196.0,32.1,17.3,376.0,5546.0,982.0,5.6,22.0,7.0,290.0,338.0,572.0,3950.0,24.0,15.0,6.5,197.0,377.0,1596.0,10.0,4.2,62.0,87.0,681.0,31.0,199.0,35.7,11.1,221.0,95.0,43.0,14.0,5.0,35.7,56.0,35.0,62.5,211.0,64.0,30.3,12.0,9.0,75.0,42.0,16.0,38.1
11,gnb,417.0,6404.0,1074.0,6.0,25.0,9.0,351.0,366.0,570.0,4268.0,25.0,16.0,6.9,201.0,459.0,2136.0,17.0,4.7,119.0,86.0,801.0,31.0,186.0,40.9,12.4,428.0,5956.0,1015.0,5.9,22.0,11.0,330.0,332.0,539.0,3956.0,30.0,11.0,6.8,190.0,432.0,2000.0,16.0,4.6,116.0,99.0,883.0,24.0,180.0,38.9,12.2,216.0,89.0,41.2,13.0,9.0,69.2,65.0,33.0,50.8,204.0,78.0,38.2,17.0,10.0,58.8,57.0,35.0,61.4
12,htx,276.0,5556.0,1089.0,5.1,31.0,9.0,307.0,371.0,633.0,3813.0,19.0,22.0,5.6,198.0,414.0,1743.0,7.0,4.2,90.0,112.0,1138.0,19.0,201.0,25.9,14.9,428.0,5081.0,970.0,5.2,11.0,4.0,282.0,287.0,484.0,3123.0,29.0,7.0,6.1,158.0,454.0,1958.0,11.0,4.3,88.0,103.0,809.0,36.0,194.0,36.1,5.7,231.0,83.0,35.9,17.0,6.0,35.3,40.0,20.0,50.0,217.0,75.0,34.6,8.0,3.0,37.5,48.0,32.0,66.7
13,clt,391.0,5468.0,1023.0,5.3,14.0,4.0,318.0,350.0,582.0,3725.0,23.0,10.0,6.1,191.0,409.0,1743.0,15.0,4.3,88.0,66.0,576.0,39.0,188.0,38.8,6.9,336.0,5713.0,1026.0,5.6,27.0,12.0,319.0,324.0,536.0,3711.0,21.0,15.0,6.4,191.0,448.0,2002.0,14.0,4.5,101.0,112.0,990.0,27.0,183.0,31.7,13.7,213.0,80.0,37.6,10.0,3.0,30.0,50.0,28.0,56.0,210.0,79.0,37.6,19.0,10.0,52.6,41.0,24.0,58.5
14,jax,247.0,4701.0,1020.0,4.6,27.0,6.0,271.0,349.0,592.0,3441.0,16.0,21.0,5.4,176.0,378.0,1260.0,7.0,3.3,71.0,96.0,797.0,24.0,195.0,23.6,13.8,449.0,6070.0,1089.0,5.6,21.0,10.0,353.0,354.0,551.0,3962.0,29.0,11.0,6.8,200.0,507.0,2108.0,20.0,4.2,121.0,87.0,729.0,32.0,197.0,38.1,10.7,225.0,70.0,31.1,30.0,13.0,43.3,41.0,18.0,43.9,226.0,96.0,42.5,12.0,9.0,75.0,65.0,39.0,60.0
15,kan,430.0,5396.0,1029.0,5.2,18.0,10.0,323.0,333.0,546.0,3340.0,24.0,8.0,5.7,179.0,442.0,2056.0,17.0,4.7,110.0,101.0,774.0,34.0,197.0,32.0,9.1,305.0,5885.0,1067.0,5.5,36.0,15.0,303.0,334.0,592.0,3962.0,25.0,21.0,6.2,189.0,428.0,1923.0,9.0,4.5,88.0,112.0,852.0,26.0,204.0,27.5,15.7,213.0,74.0,34.7,11.0,4.0,36.4,57.0,33.0,57.9,229.0,78.0,34.1,18.0,9.0,50.0,37.0,19.0,51.4
16,rai,322.0,5340.0,1000.0,5.3,31.0,11.0,275.0,298.0,519.0,3340.0,17.0,20.0,5.9,168.0,437.0,2000.0,16.0,4.6,90.0,116.0,912.0,17.0,194.0,27.8,14.9,453.0,5819.0,1029.0,5.7,22.0,13.0,330.0,374.0,549.0,4092.0,33.0,9.0,7.0,202.0,442.0,1727.0,15.0,3.9,100.0,87.0,686.0,28.0,189.0,38.6,9.5,223.0,78.0,35.0,12.0,7.0,58.3,42.0,25.0,59.5,211.0,91.0,43.1,6.0,2.0,33.3,62.0,37.0,59.7
17,sdg,396.0,6293.0,1060.0,5.9,21.0,10.0,373.0,378.0,544.0,4328.0,32.0,11.0,7.5,230.0,486.0,1965.0,9.0,4.0,104.0,95.0,765.0,39.0,167.0,44.9,11.4,348.0,5864.0,959.0,6.1,17.0,6.0,327.0,364.0,548.0,4139.0,23.0,11.0,7.1,208.0,376.0,1725.0,14.0,4.6,98.0,100.0,850.0,21.0,166.0,36.1,9.6,206.0,101.0,49.0,6.0,5.0,83.3,59.0,30.0,50.8,180.0,70.0,38.9,13.0,6.0,46.2,45.0,28.0,62.2
18,ram,348.0,4877.0,968.0,5.0,21.0,10.0,282.0,301.0,506.0,3125.0,22.0,11.0,5.8,165.0,426.0,1752.0,10.0,4.1,82.0,123.0,1009.0,35.0,184.0,31.5,11.4,364.0,5520.0,1014.0,5.4,29.0,15.0,337.0,355.0,521.0,3874.0,21.0,14.0,6.7,203.0,440.0,1646.0,18.0,3.7,87.0,105.0,978.0,47.0,184.0,31.0,14.7,212.0,73.0,34.4,18.0,6.0,33.3,49.0,25.0,51.0,201.0,78.0,38.8,16.0,9.0,56.3,60.0,31.0,51.7
19,mia,317.0,5007.0,1001.0,5.0,26.0,7.0,278.0,357.0,594.0,3567.0,24.0,19.0,5.5,205.0,349.0,1440.0,8.0,4.1,61.0,70.0,598.0,12.0,194.0,29.9,13.4,335.0,5750.0,1106.0,5.2,24.0,6.0,327.0,344.0,580.0,3752.0,17.0,18.0,6.0,192.0,484.0,1998.0,14.0,4.1,114.0,95.0,748.0,21.0,194.0,33.5,11.9,217.0,76.0,35.0,12.0,3.0,25.0,46.0,26.0,56.5,238.0,91.0,38.2,15.0,8.0,53.3,56.0,26.0,46.4
20,min,391.0,5508.0,1013.0,5.4,32.0,13.0,309.0,325.0,546.0,3427.0,18.0,19.0,5.8,173.0,423.0,2081.0,23.0,4.9,106.0,70.0,695.0,30.0,195.0,34.4,14.9,480.0,6362.0,1132.0,5.6,20.0,8.0,368.0,419.0,648.0,4595.0,37.0,12.0,6.7,247.0,443.0,1767.0,14.0,4.0,101.0,100.0,1003.0,20.0,197.0,39.6,9.1,214.0,78.0,36.4,19.0,10.0,52.6,48.0,25.0,52.1,231.0,102.0,44.2,18.0,11.0,61.1,63.0,39.0,61.9
21,nwe,444.0,6152.0,1138.0,5.4,20.0,9.0,378.0,380.0,628.0,4087.0,25.0,11.0,6.1,225.0,470.0,2065.0,19.0,4.4,110.0,69.0,625.0,43.0,201.0,40.8,10.0,338.0,5969.0,1118.0,5.3,29.0,12.0,338.0,336.0,589.0,3824.0,25.0,17.0,6.0,208.0,481.0,2145.0,11.0,4.5,110.0,110.0,951.0,20.0,196.0,29.6,13.3,221.0,83.0,37.6,15.0,7.0,46.7,65.0,36.0,55.4,232.0,98.0,42.2,21.0,4.0,19.0,50.0,28.0,56.0
22,nor,414.0,6391.0,1079.0,5.9,19.0,7.0,359.0,446.0,651.0,4918.0,39.0,12.0,7.1,244.0,391.0,1473.0,10.0,3.8,87.0,95.0,817.0,28.0,181.0,40.3,8.3,304.0,4891.0,943.0,5.2,19.0,7.0,274.0,304.0,507.0,3105.0,20.0,12.0,5.6,168.0,387.0,1786.0,11.0,4.6,82.0,91.0,750.0,24.0,181.0,30.4,10.5,221.0,97.0,43.9,19.0,9.0,47.4,57.0,32.0,56.1,199.0,69.0,34.7,12.0,4.0,33.3,46.0,26.0,56.5
23,nyg,294.0,4920.0,988.0,5.0,44.0,15.0,280.0,325.0,567.0,3588.0,18.0,29.0,5.9,176.0,381.0,1332.0,11.0,3.5,77.0,91.0,786.0,27.0,204.0,25.5,20.1,383.0,5316.0,1089.0,4.9,29.0,12.0,327.0,361.0,601.0,3573.0,21.0,17.0,5.6,198.0,454.0,1743.0,12.0,3.8,101.0,105.0,904.0,28.0,200.0,31.0,13.0,211.0,69.0,32.7,12.0,6.0,50.0,36.0,17.0,47.2,232.0,93.0,40.1,15.0,4.0,26.7,46.0,25.0,54.3
24,nyj,290.0,5090.0,1020.0,5.0,29.0,7.0,280.0,266.0,480.0,2932.0,13.0,22.0,5.6,154.0,493.0,2158.0,12.0,4.4,105.0,108.0,837.0,21.0,196.0,29.6,14.8,387.0,5359.0,1048.0,5.1,15.0,2.0,293.0,345.0,586.0,3947.0,26.0,13.0,6.3,198.0,421.0,1412.0,9.0,3.4,68.0,92.0,833.0,27.0,192.0,35.4,7.3,231.0,90.0,39.0,8.0,1.0,12.5,42.0,21.0,50.0,231.0,85.0,36.8,18.0,7.0,38.9,49.0,22.0,44.9
25,phi,442.0,6676.0,1054.0,6.3,19.0,10.0,355.0,310.0,508.0,4110.0,32.0,9.0,7.4,197.0,500.0,2566.0,19.0,5.1,133.0,95.0,846.0,25.0,201.0,36.8,9.0,382.0,6304.0,1150.0,5.5,31.0,12.0,368.0,408.0,670.0,4636.0,25.0,19.0,6.6,239.0,443.0,1668.0,12.0,3.8,100.0,106.0,855.0,29.0,196.0,32.7,15.3,213.0,83.0,39.0,14.0,7.0,50.0,57.0,30.0,52.6,231.0,93.0,40.3,20.0,8.0,40.0,49.0,26.0,53.1
26,pit,379.0,5400.0,1023.0,5.3,24.0,10.0,312.0,377.0,586.0,4017.0,28.0,14.0,6.4,207.0,394.0,1383.0,9.0,3.5,81.0,80.0,677.0,24.0,189.0,35.4,12.7,370.0,5395.0,1036.0,5.2,20.0,10.0,303.0,329.0,569.0,3546.0,21.0,10.0,5.9,174.0,433.0,1849.0,18.0,4.3,106.0,92.0,798.0,23.0,190.0,35.3,10.5,216.0,82.0,38.0,15.0,9.0,60.0,53.0,28.0,52.8,230.0,91.0,39.6,20.0,9.0,45.0,55.0,31.0,56.4
27,sfo,406.0,5180.0,961.0,5.4,18.0,10.0,286.0,244.0,417.0,2979.0,21.0,8.0,6.5,148.0,505.0,2201.0,18.0,4.4,115.0,103.0,845.0,23.0,188.0,37.8,9.0,272.0,5071.0,1020.0,5.0,30.0,12.0,284.0,345.0,585.0,3536.0,19.0,18.0,5.7,181.0,397.0,1535.0,11.0,3.9,77.0,96.0,878.0,26.0,191.0,26.2,13.1,211.0,77.0,36.5,11.0,7.0,63.6,55.0,31.0,56.4,223.0,76.0,34.1,23.0,10.0,43.5,41.0,22.0,53.7
28,sea,417.0,5424.0,973.0,5.6,19.0,10.0,307.0,267.0,420.0,3236.0,27.0,9.0,7.0,160.0,509.0,2188.0,14.0,4.3,116.0,128.0,1183.0,31.0,182.0,40.7,9.3,231.0,4378.0,990.0,4.4,39.0,11.0,282.0,309.0,524.0,2752.0,16.0,28.0,4.8,156.0,422.0,1626.0,4.0,3.9,83.0,98.0,879.0,43.0,186.0,24.7,19.4,204.0,76.0,37.3,11.0,6.0,54.5,57.0,32.0,56.1,216.0,76.0,35.2,11.0,4.0,36.4,36.0,13.0,36.1
29,tam,288.0,4432.0,981.0,4.5,21.0,9.0,269.0,291.0,514.0,2820.0,22.0,12.0,5.0,157.0,420.0,1612.0,6.0,3.8,75.0,121.0,1136.0,37.0,188.0,27.1,9.6,389.0,5568.0,1020.0,5.5,31.0,10.0,324.0,352.0,547.0,3806.0,30.0,21.0,6.5,190.0,438.0,1762.0,10.0,4.0,95.0,105.0,1012.0,39.0,187.0,38.0,15.0,221.0,69.0,31.2,22.0,8.0,36.4,37.0,19.0,51.4,204.0,80.0,39.2,14.0,8.0,57.1,56.0,28.0,50.0
30,oti,362.0,5390.0,1032.0,5.2,25.0,9.0,311.0,328.0,533.0,3496.0,22.0,16.0,6.1,172.0,462.0,1894.0,16.0,4.1,103.0,101.0,900.0,36.0,184.0,34.2,11.4,381.0,5407.0,1027.0,5.3,25.0,12.0,329.0,344.0,545.0,3612.0,15.0,13.0,6.2,191.0,446.0,1795.0,21.0,4.0,108.0,95.0,779.0,30.0,190.0,35.8,13.2,227.0,94.0,41.4,17.0,11.0,64.7,49.0,28.0,57.1,201.0,69.0,34.3,11.0,7.0,63.6,50.0,32.0,64.0
31,was,334.0,5915.0,1107.0,5.3,34.0,15.0,329.0,355.0,611.0,3751.0,20.0,19.0,5.7,198.0,453.0,2164.0,14.0,4.8,112.0,99.0,802.0,19.0,199.0,27.6,16.6,478.0,5665.0,993.0,5.7,26.0,10.0,329.0,337.0,514.0,3896.0,29.0,16.0,7.1,204.0,443.0,1769.0,23.0,4.0,102.0,83.0,697.0,23.0,199.0,36.7,13.1,235.0,95.0,40.4,20.0,6.0,30.0,50.0,26.0,52.0,194.0,66.0,34.0,17.0,12.0,70.6,60.0,38.0,63.3
